DebtDimId,Months_On_Book,Credit_Limit,Opening_Balance,Ending_Balance,Over_limit_Amount,Actual_Min_Pay_Due,Total_Min_Pay_Due,Net_Payments_During_Cycle,Net_Purchases_During_Cycle,Net_Cash_Advances_During_Cycle,Net_Premier_Fees_Billed_During_C,Net_Behavior_Fees_Billed_During,Net_Concessions_Billed_During_Cy,Quarterly_Fico_Score,Behavior_Score,Good_Customer_Score,Utility,Bad
12115067,50,300,207,268,0,20,20,30,80,0,6,5,0,683,683,737,0.893766667,0
12117650,50,250,57,77,0,20,20,50,63,0,6,1,0,646,705,969,0.30728,0
12119916,50,350,270,181,0,20,20,100,0,0,8,4,0,620,686,892,0.517828571,0
12120249,50,500,437,414,0,20,20,40,0,0,10,7,0,648,684,792,0.8271,0
12121454,50,500,454,438,0,20,20,30,0,0,6,8,0,678,682,745,0.8753,0
12139479,50,250,215,211,0,20,20,75,61,0,6,4,0,682,657,718,0.84272,0
12144041,50,200,252,222,22,20,42,40,0,0,6,4,0,593,627,698,1.1094,0
12154064,50,350,152,243,0,20,20,52,135,0,6,3,0,572,683,777,0.695485714,0
12155420,50,525,666,459,0,20,20,200,3,0,10,9,29,520,634,725,0.874057143,1
12158666,50,250,185,149,0,20,20,85,40,0,6,3,0,617,675,712,0.59564,0
12162414,50,300,288,279,0,20,20,20,0,0,6,5,0,642,666,728,0.929666667,0
12174117,50,250,238,260,10,20,30,20,33,0,6,4,0,586,645,704,1.04172,0
12189870,50,300,177,156,0,20,20,30,0,0,6,3,0,688,695,,0.5187,0
12192239,50,250,69,176,0,20,20,69,170,0,6,0,0,613,691,798,0.70348,0
12199474,50,400,486,377,0,20,20,126,0,0,9,8,0,610,645,714,0.94325,1
12214025,50,250,109,67,0,20,20,50,0,0,7,2,0,720,675,920,0.2676,0
12214666,50,250,91,130,0,20,20,92,125,0,6,0,0,664,705,851,0.52032,0
12220661,50,375,438,404,29,20,49,50,0,0,10,7,0,441,649,696,1.07784,1
12227394,50,525,376,-6,0,0,0,376,-12,0,6,0,0,662,707,996,-0.011352381,0
12227412,50,600,566,531,0,20,20,50,0,0,6,9,0,693,679,,0.884183333,0
12232035,50,350,234,223,0,20,20,20,0,0,6,4,0,565,671,788,0.638285714,0
12235042,50,350,302,289,0,20,20,100,77,0,6,4,0,596,698,760,0.827114286,0
12236244,50,250,-191,6,0,6,6,-117,74,0,6,0,0,692,707,992,0.024,0
12236533,50,600,588,629,29,20,49,20,39,0,12,10,0,643,648,691,1.048733333,0
12238015,50,400,88,55,0,20,20,40,0,0,6,1,0,699,699,958,0.13725,0
12246021,50,250,263,246,0,20,20,40,10,0,8,4,0,576,660,737,0.98344,0
12254637,50,450,459,335,0,20,20,398,265,0,6,4,0,706,675,802,0.745222222,0
12258541,50,300,336,289,0,20,20,60,0,0,9,5,0,651,655,737,0.964,0
12258564,50,250,13,54,0,20,20,13,0,0,54,0,0,562,693,946,0.216,0
12259855,50,450,358,345,0,20,20,125,100,0,6,6,0,666,690,715,0.767422222,0
12261792,50,400,60,6,0,6,6,60,0,0,6,0,0,734,684,970,0.015,0
12266110,50,250,290,241,0,20,20,60,0,0,6,5,0,501,651,715,0.96248,0
12271794,50,250,16,138,0,20,20,100,215,0,7,0,0,688,701,720,0.55372,0
12278999,50,200,286,209,9,20,29,126,37,0,8,4,0,480,637,703,1.04515,0
12282038,50,300,304,285,0,20,20,30,0,0,6,5,0,659,663,704,0.9497,0
12284512,49,250,232,222,0,20,20,50,30,0,6,3,0,631,685,825,0.88628,0
12293609,49,250,102,70,0,20,20,40,0,0,7,2,0,670,704,898,0.28176,0
12293674,49,525,535,510,0,20,20,40,0,0,6,9,0,629,667,731,0.970780952,0
12296238,49,300,250,234,0,20,20,40,14,0,6,4,0,691,689,815,0.7794,0
12303552,49,450,423,458,8,20,28,150,168,0,10,7,0,525,653,709,1.018311111,0
12305170,49,475,477,474,0,20,20,21,0,0,10,8,0,640,659,700,0.998042105,0
12308459,49,525,418,486,0,20,20,25,79,0,6,8,0,496,674,714,0.925314286,0
12312182,49,450,48,176,0,20,20,48,165,0,6,5,0,554,695,853,0.391044444,0
12313930,49,300,74,57,0,20,20,24,0,0,6,1,0,687,689,943,0.189433333,0
12314257,49,450,550,459,9,20,29,150,67,0,10,7,25,498,640,688,1.020311111,0
12329624,49,250,156,155,0,20,20,20,10,0,6,3,0,639,677,,0.62024,0
12333876,49,425,418,425,0,20,20,30,24,0,6,7,0,504,672,702,1.000211765,1
12336898,49,250,54,6,0,6,6,54,0,0,6,0,0,634,702,1000,0.0242,0
12337371,49,250,283,240,0,20,20,53,0,0,6,4,0,549,665,722,0.9618,1
12344687,49,400,54,89,0,20,20,20,43,0,11,1,0,650,678,827,0.2222,0
12344818,49,300,269,206,0,20,20,75,0,0,8,4,0,605,663,795,0.685666667,0
12353471,49,300,356,304,4,20,24,76,13,0,6,5,0,622,672,708,1.012966667,0
12367169,49,350,360,339,0,20,20,35,0,0,9,6,0,645,670,713,0.969971429,0
12372483,49,250,264,252,2,20,22,25,0,0,8,4,0,575,662,,1.00672,0
12379807,49,375,54,6,0,6,6,54,0,0,6,0,0,671,706,995,0.016,0
12380243,49,550,533,540,0,20,20,25,18,0,6,9,0,607,672,708,0.981854546,0
12380603,49,500,454,445,0,20,20,40,17,0,6,8,0,687,675,733,0.8909,0
12382168,49,250,307,257,7,20,27,307,251,0,6,1,0,433,629,693,1.02896,0
12382667,49,450,328,370,0,20,20,50,77,0,9,6,0,681,674,720,0.822777778,0
12387346,49,250,54,52,0,20,20,20,0,0,17,1,0,603,680,938,0.20628,0
12387976,49,250,64,42,0,20,20,30,0,0,6,1,0,575,693,948,0.16608,0
12399326,49,350,416,320,0,20,20,427,314,0,17,0,0,493,632,693,0.915285714,0
12401882,49,350,402,354,4,20,24,60,0,0,6,6,0,578,639,724,1.011228571,0
12406395,49,250,301,212,0,20,20,100,0,0,6,4,0,577,648,751,0.84716,0
12409791,49,450,472,444,0,20,20,42,0,0,6,8,0,494,648,705,0.986177778,1
12410141,49,300,395,358,58,20,78,61,0,0,17,6,0,501,632,680,1.192,0
12417348,49,450,482,400,0,20,20,200,105,0,6,7,0,637,673,739,0.888444444,0
12421325,49,300,355,307,7,20,27,125,63,0,9,5,0,646,665,699,1.023066667,0
12426029,49,300,276,251,0,20,20,50,14,0,6,5,0,682,687,761,0.835,0
12434096,49,550,337,405,0,20,20,100,130,0,31,6,0,0,680,,0.735763636,0
12451326,49,250,232,241,0,20,20,50,0,0,56,3,0,603,648,716,0.9658,0
12453083,49,250,289,295,45,20,65,75,20,0,57,5,0,547,654,731,1.18024,1
12463219,49,475,443,464,0,20,20,40,0,0,54,7,0,549,678,727,0.976905263,0
12464661,49,250,121,294,44,20,64,70,186,0,54,3,0,692,671,783,1.17768,0
12472292,49,250,224,239,0,20,20,20,23,0,8,4,0,501,608,700,0.95764,1
12474168,49,250,6,9,0,9,9,6,0,0,54,0,45,697,690,961,0.036,0
12478120,48,300,299,293,0,10,10,35,25,0,3,1,0,545,629,692,0.976166667,1
12480452,48,400,418,361,0,20,20,120,26,0,61,5,29,642,648,716,0.9027,0
12486649,48,550,32,455,0,20,20,50,419,0,55,0,0,677,693,828,0.827872727,0
12496848,48,350,210,354,4,20,24,40,106,0,74,4,0,578,659,708,1.011914286,1
12499162,48,400,328,407,7,20,27,50,66,0,58,6,0,563,671,726,1.018575,0
12504838,48,300,-166,-112,0,0,0,0,0,0,54,0,0,649,677,996,-0.373,0
12508377,48,250,203,243,0,20,20,20,0,0,56,3,0,506,651,740,0.97144,0
12513564,48,250,21,114,0,20,20,100,138,0,54,0,0,698,697,825,0.4544,0
12516071,48,500,286,295,0,20,20,50,0,0,54,4,0,637,686,927,0.58976,0
12519821,48,300,40,54,0,20,20,75,35,0,54,0,0,556,705,781,0.18,0
12536527,48,350,284,315,0,20,20,30,0,0,57,5,0,620,659,716,0.900485714,0
12539944,48,300,285,358,58,20,78,20,34,0,54,5,0,642,648,680,1.193333333,1
12548488,48,250,186,105,0,20,20,250,115,0,54,0,0,664,707,745,0.4182,0
12560605,48,675,552,658,0,20,20,40,76,0,60,10,0,643,678,707,0.974133333,0
12566010,48,350,339,362,12,20,32,40,0,0,57,5,0,691,670,703,1.033228571,0
12567113,48,250,247,307,57,20,77,30,0,27,54,9,0,591,626,747,1.22984,0
12569841,48,250,144,154,0,20,20,69,22,0,54,2,0,543,693,804,0.6142,0
12569928,48,400,6,54,0,20,20,6,0,0,54,0,0,680,672,947,0.135,0
12571565,48,250,261,266,16,20,36,60,7,0,54,4,0,550,632,697,1.06392,0
12577097,48,250,200,238,0,20,20,60,40,0,54,4,0,510,674,734,0.95192,0
12584769,48,300,371,326,26,20,46,117,30,23,9,10,0,457,609,681,1.085666667,1
12594258,48,250,212,54,0,20,20,199,-13,0,54,0,0,608,662,813,0.21792,1
12610347,48,250,262,222,0,20,20,50,0,0,6,4,0,588,633,741,0.88788,0
12611285,48,200,13,131,0,20,20,13,15,103,7,7,0,554,620,,0.65605,1
12611696,48,250,90,186,0,20,20,40,78,0,56,2,0,553,659,746,0.74528,0
12612254,48,350,308,351,1,20,21,20,0,0,57,5,0,546,654,707,1.0016,0
12612647,48,300,209,218,0,20,20,50,0,0,56,3,0,527,671,784,0.725966667,0
12616369,48,250,179,231,0,20,20,30,5,0,74,3,0,557,680,740,0.92372,0
12621169,48,400,376,372,0,20,20,20,0,0,9,6,0,582,653,719,0.92945,0
12621188,48,350,123,289,0,20,20,51,147,0,68,3,0,610,664,719,0.826257143,0
12626019,48,350,12,128,0,20,20,100,160,0,56,0,0,666,700,819,0.365885714,0
12627862,48,375,121,147,0,20,20,50,20,0,54,2,0,610,693,909,0.392133333,0
12639412,48,250,152,137,0,20,20,25,0,0,7,2,0,683,690,868,0.54652,0
12649509,48,400,402,384,0,20,20,400,374,0,6,2,0,672,672,996,0.959475,0
12652393,48,250,195,204,0,20,20,20,0,0,26,3,0,536,662,762,0.8162,0
12660862,48,350,175,84,0,20,20,100,0,0,6,3,0,658,708,929,0.239314286,0
12671875,48,300,286,298,0,20,20,20,22,0,6,5,0,633,656,713,0.994866667,0
12672061,48,250,234,214,0,20,20,40,8,0,8,4,0,544,685,731,0.85548,0
12673681,48,450,467,380,0,20,20,100,0,0,6,7,0,543,647,710,0.844155556,1
12674201,48,250,239,231,0,20,20,20,0,0,8,4,0,607,654,732,0.92516,1
12677231,47,350,337,344,0,20,20,25,20,0,6,6,0,588,668,723,0.982057143,0
12678665,47,375,312,352,0,20,20,40,57,0,17,6,0,556,675,747,0.937573333,1
12683902,47,350,304,290,0,20,20,25,0,0,6,5,0,436,657,748,0.828142857,0
12684485,47,250,260,256,6,20,26,35,21,0,6,4,0,626,653,,1.02452,0
12690072,47,550,154,373,0,20,20,20,201,0,34,3,0,631,660,758,0.677763636,0
12695083,47,375,154,321,0,20,20,55,210,0,6,6,0,613,672,785,0.855253333,0
12696410,47,350,330,321,0,20,20,20,0,0,6,5,0,566,660,733,0.917828571,1
12699929,47,300,305,290,0,20,20,316,282,0,20,0,0,442,622,695,0.967233333,1
12701101,47,300,137,1,0,1,1,164,22,0,6,0,0,572,703,981,0.002233333,0
12703875,47,250,167,156,0,20,20,20,0,0,6,3,0,607,670,782,0.623,0
12704837,47,250,44,47,0,20,20,202,199,0,6,0,0,747,673,821,0.18704,0
12709105,47,300,312,289,0,20,20,50,13,0,9,5,0,516,664,718,0.9618,0
12710421,47,350,356,341,0,20,20,30,3,0,6,6,0,638,651,697,0.974657143,0
12716415,47,475,422,395,0,20,20,40,0,0,6,7,0,652,689,757,0.831031579,0
12727672,47,300,251,256,0,20,20,20,14,0,6,4,0,681,664,755,0.851733333,0
12728056,47,300,307,308,8,20,28,130,120,0,6,5,0,540,662,703,1.0265,0
12734353,47,350,333,340,0,20,20,75,70,0,6,6,0,492,659,698,0.971085714,0
12734979,47,300,329,271,0,20,20,69,0,0,6,5,0,452,637,,0.9038,0
12738804,47,350,0,341,0,20,20,20,0,0,6,6,0,610,664,,0.9756,0
12745084,47,300,142,190,0,20,20,25,65,0,6,3,0,573,689,792,0.634066667,0
12748780,47,250,257,259,9,20,29,27,18,0,6,4,0,594,654,733,1.0346,0
12750814,47,300,-88,-72,0,0,0,0,10,0,6,0,0,670,704,0,-0.241,0
12757618,47,300,295,295,0,20,20,50,36,0,9,5,0,565,673,,0.981933333,1
12759481,47,"1,000",896,890,0,27,27,50,25,0,6,14,0,718,681,737,0.89037,0
12763280,47,400,382,375,0,20,20,20,0,0,6,6,0,641,654,714,0.937125,0
12773532,47,250,265,251,1,20,21,25,0,0,6,4,0,571,631,698,1.00252,0
12777815,47,350,279,328,0,20,20,20,58,0,6,5,0,687,673,719,0.937857143,1
12778613,47,250,226,197,0,20,20,40,0,0,8,4,0,646,676,774,0.78952,0
12780730,47,600,6,96,0,20,20,83,167,0,6,0,0,625,688,951,0.16,0
12784676,47,250,86,10,0,10,10,291,208,0,6,0,0,609,710,979,0.03996,0
12784940,47,400,99,-4,0,0,0,110,0,0,6,1,0,595,683,978,-0.009,0
12789317,47,350,6,6,0,6,6,6,0,0,6,0,0,714,663,990,0.017142857,0
12789754,47,300,294,285,0,20,20,20,0,0,6,5,0,621,654,721,0.950233333,0
12790716,47,250,6,6,0,6,6,6,0,0,6,0,0,524,679,982,0.024,0
12798478,47,300,358,275,0,20,20,98,0,0,8,6,0,546,633,725,0.915733333,1
12798741,47,350,300,6,0,6,6,338,38,0,6,0,0,489,709,921,0.017142857,0
12801083,47,250,177,161,0,20,20,25,0,0,6,3,0,625,679,814,0.64544,0
12810708,47,250,194,6,0,6,6,136,0,0,6,0,58,661,637,923,0.024,0
12811740,47,500,377,435,0,20,20,50,94,0,6,7,0,675,683,735,0.86946,0
12812917,47,350,139,226,0,20,20,207,288,0,6,0,0,674,675,712,0.645314286,0
12816896,47,400,248,348,0,20,20,20,110,0,6,5,0,696,666,745,0.870725,0
12828902,47,250,237,197,0,20,20,50,0,0,6,4,0,624,686,774,0.7894,0
12830685,47,250,121,97,0,20,20,121,90,0,7,0,0,657,708,888,0.38904,0
12834484,47,350,333,336,0,20,20,20,0,0,17,6,0,474,633,,0.958771429,0
12835086,47,250,177,166,0,20,20,20,0,0,6,3,0,504,643,788,0.66344,0
12839987,47,350,144,269,0,20,20,75,191,0,6,3,0,646,689,,0.769514286,0
12852031,47,350,346,344,0,20,20,40,26,0,6,6,0,592,645,708,0.983971429,0
12854585,47,350,263,357,7,20,27,100,183,0,6,5,0,681,657,743,1.021057143,0
12856303,47,250,212,237,0,20,20,50,54,0,17,3,0,585,641,699,0.94716,0
12857244,47,475,459,427,0,20,20,59,14,0,6,7,0,664,679,775,0.899557895,0
12869028,47,350,328,6,0,6,6,378,50,0,6,0,0,502,660,,0.017142857,0
12870365,47,250,234,236,0,20,20,35,27,0,6,4,0,583,666,771,0.94292,0
12879706,47,400,400,409,9,20,29,50,47,0,6,7,0,658,668,707,1.023025,0
12882030,46,550,402,468,0,20,20,100,148,0,10,8,0,597,689,744,0.850527273,1
12884158,46,300,164,189,0,20,20,30,47,0,6,3,0,608,670,812,0.631133333,0
12886737,46,400,179,189,0,20,20,20,21,0,6,3,0,587,673,822,0.473275,0
12886812,46,400,356,142,0,20,20,225,0,0,7,4,0,654,704,1000,0.354375,0
12905296,46,250,233,255,5,20,25,25,34,0,8,4,0,524,658,736,1.01976,0
12907443,46,250,149,17,0,17,17,149,0,0,17,0,0,501,659,,0.0686,0
12907781,46,350,321,328,0,20,20,25,21,0,6,6,0,556,665,706,0.937857143,0
12909919,46,250,263,259,9,20,29,50,34,0,8,4,0,538,629,704,1.03692,1
12911679,46,300,181,204,0,20,20,30,44,0,6,3,0,652,682,823,0.681066667,0
12913595,46,250,148,118,0,20,20,38,0,0,6,2,0,671,698,904,0.47256,0
12915425,46,350,253,243,0,20,20,20,0,0,6,4,0,481,660,788,0.693571429,0
12925950,46,500,260,6,0,6,6,457,198,0,6,0,0,649,714,998,0.012,0
12928342,46,300,0,249,0,20,20,99,294,0,6,0,0,583,685,,0.828733333,0
12935525,46,400,346,300,0,20,20,60,0,0,9,5,0,585,662,772,0.7504,0
12935626,46,350,292,315,0,20,20,30,36,0,12,5,0,658,670,,0.900885714,0
12935722,46,600,6,6,0,6,6,6,0,0,6,0,0,666,668,995,0.01,0
12944109,46,400,392,395,0,20,20,20,6,0,9,6,0,581,644,705,0.986675,0
12944880,46,450,338,324,0,20,20,25,0,0,6,6,0,678,686,790,0.720888889,0
12945627,46,350,391,6,0,6,6,311,0,0,17,0,91,495,606,795,0.017285714,0
12946201,46,250,220,211,0,20,20,20,0,0,8,4,0,571,664,736,0.84396,1
12947858,46,450,468,448,0,20,20,38,0,0,10,8,0,641,643,698,0.995022222,1
12948851,46,250,238,202,0,20,20,200,154,0,8,3,0,556,690,835,0.80984,0
12949510,46,200,5,1,0,1,1,10,0,0,6,0,0,645,691,992,0.00655,0
12951016,46,250,6,6,0,6,6,6,0,0,6,0,0,712,680,1000,0.0242,0
12954895,46,250,173,182,0,20,20,20,20,0,6,3,0,673,672,768,0.7292,0
12955704,46,250,151,160,0,20,20,20,20,0,6,3,0,652,671,794,0.63908,1
12956183,46,250,260,254,4,20,24,30,14,0,6,4,0,490,650,709,1.01424,0
12958495,46,200,178,178,0,20,20,20,9,0,8,3,0,639,650,765,0.8884,0
12960899,46,300,185,174,0,20,20,20,0,0,6,3,0,487,676,872,0.580866667,0
12961241,46,250,202,182,0,20,20,50,21,0,6,3,0,688,679,737,0.72816,0
12963701,46,250,212,249,0,20,20,30,55,0,8,4,0,609,656,715,0.9954,1
12967866,46,200,169,158,0,20,20,20,0,0,6,3,0,528,624,755,0.79005,0
12971413,46,550,431,445,0,20,20,100,99,0,6,8,0,691,692,764,0.808490909,0
12972699,46,250,178,149,0,20,20,50,12,0,6,3,0,641,700,821,0.59408,0
12977775,46,550,509,503,0,20,20,31,0,0,17,8,0,638,669,733,0.915109091,1
12980665,46,350,315,306,0,20,20,20,0,0,6,5,0,507,658,738,0.873657143,1
12988490,46,300,310,315,15,20,35,41,0,30,6,10,0,467,645,697,1.0505,0
12991063,46,300,162,130,0,20,20,40,0,0,6,2,0,646,681,759,0.434466667,0
12992340,46,250,204,184,0,20,20,30,0,0,8,3,0,727,684,780,0.73788,0
12999210,46,350,351,344,0,20,20,25,6,0,6,6,0,650,646,745,0.983342857,0
12999475,46,350,273,259,0,20,20,25,0,0,6,4,0,639,673,758,0.739228571,0
13003541,46,250,109,218,0,20,20,30,131,0,6,2,0,624,675,,0.87368,0
13007672,46,250,278,225,0,20,20,70,5,0,8,4,0,548,635,697,0.89964,0
13008048,46,250,293,9,0,9,9,300,10,0,6,0,0,534,622,973,0.0344,0
13015879,46,200,123,132,0,20,20,20,20,0,6,2,0,626,683,720,0.6585,0
13016418,46,350,148,106,0,20,20,50,0,0,6,2,0,586,678,908,0.303228571,0
13019199,46,250,11,11,0,11,11,11,5,0,6,0,0,627,686,982,0.04436,0
13021214,46,300,278,291,0,20,20,20,22,0,6,5,0,524,621,,0.969666667,0
13021710,46,450,366,410,0,20,20,100,132,0,6,6,0,493,678,710,0.911511111,1
13021842,46,300,303,289,0,20,20,25,0,0,6,5,0,629,655,719,0.962033333,0
13022155,46,250,227,244,0,20,20,25,32,0,6,4,0,477,670,718,0.97552,0
13022848,46,600,0,135,0,20,20,100,228,0,7,0,0,667,693,921,0.224466667,0
13027239,46,300,238,6,0,6,6,293,55,0,6,0,0,527,654,756,0.02,0
13027686,46,350,361,301,0,20,20,372,120,164,17,11,0,527,621,727,0.860171429,0
13027844,46,350,331,316,0,20,20,40,13,0,6,6,0,585,674,735,0.902742857,0
13029317,46,350,6,295,0,20,20,20,300,0,9,0,0,642,680,757,0.841857143,0
13033281,46,300,110,59,0,20,20,60,0,0,7,2,0,618,685,934,0.1953,0
13054666,46,350,290,321,0,20,20,30,0,42,9,10,0,613,669,712,0.9166,0
13054857,46,350,327,345,0,20,20,50,56,0,6,6,0,480,665,705,0.984342857,1
13069755,46,400,216,175,0,20,20,50,0,0,6,3,0,665,699,872,0.438625,0
13075774,46,400,335,327,0,20,20,20,0,0,6,5,0,705,664,762,0.8165,0
13087752,45,250,228,277,27,20,47,20,58,0,6,5,0,632,630,699,1.10716,0
13087820,45,250,50,37,0,20,20,20,0,0,6,1,0,641,682,879,0.14608,0
13091281,45,250,154,167,0,20,20,35,38,0,7,3,0,625,694,798,0.66672,0
13091936,45,300,291,311,11,20,31,25,23,0,17,5,0,617,651,701,1.035133333,0
13098388,45,300,211,208,0,20,20,81,57,0,17,4,0,653,699,827,0.693066667,0
13109474,45,250,259,258,8,20,28,30,19,0,6,4,0,505,651,734,1.0326,0
13111707,45,250,263,222,0,20,20,53,0,0,8,4,0,573,627,751,0.88712,0
13112865,45,300,260,263,0,20,20,50,40,0,8,5,0,664,671,711,0.8779,0
13115090,45,300,241,291,0,20,20,60,99,0,6,5,0,498,649,699,0.968533333,1
13115708,45,250,250,259,9,20,29,25,24,0,6,4,0,573,638,700,1.03588,0
13116815,45,425,27,353,0,20,20,27,385,0,9,0,0,695,682,,0.831317647,0
13117470,45,400,-218,186,0,20,20,0,398,0,6,0,0,514,643,906,0.464475,0
13119378,45,250,-4,58,0,20,20,0,56,0,7,0,0,739,681,933,0.23368,0
13119958,45,250,161,228,0,20,20,20,78,0,6,4,0,634,675,793,0.91188,0
13119976,45,300,378,295,0,20,20,200,106,0,6,5,0,538,616,704,0.9848,0
13121927,45,350,269,300,0,20,20,20,40,0,6,5,0,603,666,772,0.856742857,0
13122695,45,350,221,218,0,20,20,40,27,0,6,4,0,589,692,833,0.621828571,0
13123132,45,400,217,176,0,20,20,50,0,0,6,3,0,640,701,910,0.44075,0
13124352,45,400,426,353,0,20,20,86,0,0,6,7,0,618,645,738,0.88195,0
13138614,45,550,522,508,0,20,20,40,0,0,17,9,0,505,684,731,0.923054546,0
13142282,45,400,383,6,0,6,6,394,0,0,17,0,0,658,684,985,0.015125,0
13142312,45,550,341,475,0,20,20,25,146,0,6,7,0,613,677,749,0.863709091,0
13147074,45,250,172,162,0,20,20,20,0,0,7,3,0,671,670,748,0.6498,0
13152946,45,400,321,322,0,20,20,55,42,0,9,5,0,518,691,740,0.8049,0
13153376,45,975,672,720,0,22,22,50,74,0,12,11,0,636,686,847,0.738389744,0
13155467,45,450,28,28,0,20,20,29,24,0,6,0,0,639,672,898,0.063311111,0
13160565,45,350,390,340,0,20,20,100,35,0,9,6,0,564,653,716,0.971285714,1
13161304,45,250,312,303,53,20,73,20,0,0,6,5,0,455,622,673,1.21308,1
13164013,45,475,420,376,0,20,20,75,18,0,6,7,0,594,693,771,0.790610526,0
13165070,45,350,358,340,0,20,20,30,0,0,6,6,0,584,657,718,0.970857143,0
13167355,45,250,322,233,0,20,20,100,0,0,6,5,0,536,617,742,0.93248,0
13169813,45,450,402,398,0,20,20,20,0,0,10,7,0,678,658,742,0.884311111,0
13175414,45,300,241,221,0,20,20,30,0,0,6,4,0,582,657,745,0.735366667,0
13180521,45,375,299,260,0,20,20,50,0,0,6,5,0,684,698,799,0.692773333,0
13185815,45,300,90,243,0,20,20,30,174,0,6,3,0,632,686,735,0.810633333,0
13187115,45,250,225,229,0,20,20,20,14,0,6,4,0,510,644,706,0.91568,0
13194652,45,250,231,234,0,20,20,25,18,0,6,4,0,624,672,715,0.93688,0
13198040,45,250,209,169,0,20,20,50,0,0,6,3,0,515,682,800,0.67504,1
13200801,45,250,115,92,0,20,20,30,0,0,6,2,0,568,695,893,0.36992,0
13202231,45,250,16,16,0,16,16,16,10,0,6,0,0,695,679,980,0.064,0
13210034,45,250,282,273,23,20,43,20,0,0,6,5,0,487,640,704,1.0924,0
13219611,45,300,293,287,0,20,20,20,0,0,9,5,0,670,656,712,0.9557,0
13230402,45,400,94,6,0,6,6,94,0,0,6,0,0,613,711,993,0.015,0
13231809,45,800,317,641,0,20,20,150,459,0,6,10,0,736,697,763,0.8014625,0
13237550,45,250,240,238,0,20,20,20,6,0,8,4,0,589,669,724,0.9536,0
13239486,45,350,357,344,0,20,20,27,0,0,9,6,0,575,662,716,0.984257143,0
13243981,45,250,259,254,4,20,24,30,12,0,8,4,0,485,633,699,1.01692,0
13248708,45,250,197,180,0,20,20,27,0,0,8,3,0,530,672,789,0.72176,1
13248865,45,200,205,88,0,20,20,100,0,0,6,2,25,518,617,848,0.43935,1
13252195,45,450,322,328,0,20,20,100,94,0,6,6,0,677,698,786,0.729266667,0
13256328,45,350,6,140,0,20,20,25,153,0,6,0,0,651,700,883,0.400742857,0
13267869,45,300,54,6,0,6,6,54,0,0,6,0,0,702,710,1000,0.02,0
13295025,45,250,211,205,0,20,20,50,33,0,6,4,0,673,695,726,0.81804,0
13295430,45,300,19,228,0,20,20,50,253,0,6,0,0,642,649,704,0.7587,0
13314977,44,250,6,6,0,6,6,6,0,0,6,0,0,604,682,1000,0.024,0
13317282,44,250,213,184,0,20,20,60,20,0,8,3,0,498,687,789,0.73604,0
13319028,44,525,236,386,0,20,20,50,186,0,9,4,0,631,689,755,0.735085714,0
13320117,44,500,298,259,0,20,20,50,0,0,6,5,0,667,698,848,0.51748,0
13321159,44,375,155,198,0,20,20,20,54,0,6,3,0,652,673,770,0.5276,0
13321324,44,500,496,489,0,20,20,25,0,0,10,8,0,632,674,735,0.978,0
13328804,44,300,199,259,0,20,20,50,100,0,6,3,0,653,685,752,0.8623,0
13331761,44,250,150,182,0,20,20,20,44,0,6,3,0,717,674,733,0.72996,1
13332578,44,250,234,254,4,20,24,75,83,0,8,4,0,613,675,750,1.01752,0
13334657,44,250,235,226,0,20,20,20,0,0,8,4,0,556,661,716,0.90592,0
13345224,44,300,267,305,5,20,25,30,57,0,6,4,0,485,645,692,1.015866667,0
13345458,44,250,240,242,0,20,20,20,10,0,8,4,0,568,652,720,0.96828,0
13348711,44,250,241,237,0,20,20,20,4,0,8,4,0,468,637,707,0.94692,0
13349649,44,250,6,6,0,6,6,6,0,0,6,0,0,518,686,992,0.0242,0
13357682,44,300,296,104,0,20,20,200,0,0,7,2,0,651,694,870,0.347,0
13359069,44,250,192,227,0,20,20,41,55,0,17,4,0,617,640,731,0.90608,0
13361646,44,300,179,158,0,20,20,40,8,0,7,3,0,684,673,891,0.525133333,0
13366206,44,450,0,6,0,6,6,0,0,0,6,0,0,706,702,986,0.013333333,0
13367766,44,400,6,266,0,20,20,125,379,0,6,0,0,662,687,,0.665125,0
13371073,44,250,242,240,0,20,20,20,5,0,8,4,0,683,664,724,0.9596,0
13377527,44,425,13,6,0,6,6,13,0,0,6,0,0,695,675,986,0.014235294,0
13384873,44,250,251,192,0,20,20,70,0,0,8,4,0,508,659,778,0.76996,0
13386067,44,350,297,258,0,20,20,50,0,0,6,5,0,542,690,746,0.737542857,0
13387839,44,400,402,410,10,20,30,40,32,0,10,6,0,499,659,698,1.024225,1
13407824,44,500,271,56,0,20,20,271,50,0,7,0,0,638,711,966,0.11298,0
13409609,44,550,10,277,0,20,20,10,271,0,6,0,0,663,686,,0.502909091,0
13413535,44,250,187,195,0,20,20,30,29,0,6,3,0,619,664,751,0.78184,0
13414420,44,250,36,36,0,20,20,36,30,0,6,0,0,564,698,,0.14396,0
13415644,44,250,255,60,0,20,20,205,0,0,6,3,0,554,686,930,0.23968,0
13419283,44,300,254,308,8,20,28,60,89,0,20,5,0,596,671,710,1.0276,0
13421266,44,200,216,63,0,20,20,150,57,0,6,0,66,0,622,693,0.3162,0
13422512,44,300,46,33,0,20,20,20,0,0,6,1,0,561,685,967,0.110333333,0
13432978,44,250,47,20,0,20,20,53,20,0,6,0,0,609,706,976,0.08036,0
13433723,44,250,316,229,0,20,20,100,0,0,8,5,0,561,643,723,0.9156,0
