DebtDimId,Months_On_Book,Credit_Limit,Opening_Balance,Ending_Balance,Over_limit_Amount,Actual_Min_Pay_Due,Total_Min_Pay_Due,Net_Payments_During_Cycle,Net_Purchases_During_Cycle,Net_Cash_Advances_During_Cycle,Net_Premier_Fees_Billed_During_C,Net_Behavior_Fees_Billed_During,Net_Concessions_Billed_During_Cy,Quarterly_Fico_Score,Behavior_Score,Good_Customer_Score,Utility,Bad
17743904,21,350,0,121,0,25,25,50,0,0,7,3,0,488,662,,0.345485714,0
17749724,21,300,284,306,6,25,31,25,33,0,10,5,0,485,639,708,1.020466667,0
17752831,21,350,328,315,0,25,25,25,0,0,7,5,0,517,653,725,0.901285714,0
17753743,21,300,273,292,0,25,25,25,32,0,7,5,0,618,653,721,0.971733333,0
17757396,21,300,258,310,10,25,35,25,66,0,7,5,0,526,643,706,1.033533333,0
17757580,21,350,7,7,0,7,7,198,191,0,7,0,0,560,692,993,0.02,0
17758260,21,300,320,39,0,25,25,320,32,0,7,0,0,592,658,845,0.128633333,0
17759136,21,250,5,158,0,25,25,25,173,0,5,0,0,529,656,776,0.63016,1
17760531,21,350,66,126,0,25,25,50,101,0,7,2,0,595,688,895,0.3594,0
17761160,21,250,100,65,0,10,10,140,105,0,0,0,0,591,663,910,0.26,0
17761432,21,350,279,255,0,25,25,35,0,0,7,5,0,610,668,789,0.729085714,0
17763914,21,250,277,238,0,25,25,50,0,0,7,4,0,571,621,711,0.95392,1
17764986,21,350,358,320,0,25,25,358,310,0,10,0,0,579,672,717,0.9152,0
17772113,21,250,291,186,0,25,25,116,0,0,7,4,0,538,620,769,0.74544,0
17772786,21,300,224,277,0,25,25,35,77,0,7,4,0,530,663,731,0.9234,0
17773860,21,250,186,171,0,25,25,25,0,0,7,3,0,585,641,785,0.68392,1
17776372,21,250,320,183,0,25,25,150,0,0,9,4,0,558,599,767,0.73144,1
17776472,21,250,289,139,0,25,25,200,39,0,8,4,0,466,635,798,0.55652,0
17781037,21,400,278,275,0,25,25,25,0,0,18,5,0,644,673,796,0.687775,0
17781925,21,400,392,413,13,25,38,25,33,0,7,7,0,628,635,,1.03295,0
17787372,21,400,355,390,0,25,25,50,72,0,7,6,0,622,661,710,0.97485,0
17787613,21,450,138,143,0,25,25,55,51,0,7,2,0,671,675,908,0.318133333,0
17788219,21,350,270,231,0,25,25,50,0,0,7,4,0,565,683,,0.660371429,0
17792992,21,450,258,385,0,25,25,50,165,0,7,5,0,619,660,750,0.855288889,0
17794081,21,300,167,142,0,25,25,35,0,0,7,3,0,586,661,848,0.472633333,0
17794223,21,300,284,271,0,25,25,25,0,0,7,5,0,528,628,725,0.902866667,0
17795574,21,300,15,-8,0,0,0,29,0,0,7,0,0,625,668,992,-0.025,0
17796284,21,350,402,7,0,7,7,373,0,0,7,0,29,484,648,981,0.02,0
17797753,21,250,313,262,12,25,37,150,9,103,7,9,29,563,604,687,1.04628,1
17798350,21,250,205,167,0,25,25,100,55,0,4,3,0,543,644,701,0.6664,0
17800616,21,250,183,49,0,25,25,183,42,0,7,0,0,465,685,995,0.19444,0
17801078,21,250,261,236,0,25,25,36,0,0,7,4,0,498,642,,0.944,0
17801777,21,200,228,7,0,7,7,228,0,0,7,0,0,623,653,991,0.035,0
17805345,21,350,345,363,13,25,38,25,30,0,7,6,0,693,636,731,1.035942857,1
17807975,21,250,189,224,0,25,25,41,54,0,18,4,0,644,653,712,0.89736,0
17809250,21,325,224,202,0,25,25,35,0,0,9,4,0,587,678,782,0.620215385,0
17809721,21,325,315,297,0,25,25,30,0,0,7,5,0,472,664,758,0.913015385,0
17813245,21,350,362,341,0,25,25,37,0,0,10,6,0,598,638,710,0.974314286,0
17814694,21,500,441,489,0,25,25,46,64,0,22,8,0,623,650,707,0.9785,0
17815184,21,250,298,259,9,25,34,60,7,0,9,5,0,579,622,732,1.03684,0
17819870,21,250,161,120,0,25,25,50,0,0,7,2,0,676,697,880,0.48068,0
17826247,21,750,634,601,0,25,25,100,44,0,12,10,0,567,662,759,0.800933333,0
17827111,21,300,223,223,0,25,25,50,38,0,9,4,0,591,684,783,0.7447,0
17827441,21,350,140,127,0,25,25,100,80,0,7,0,0,651,678,889,0.363028571,0
17827519,21,400,235,231,0,25,25,25,10,0,7,4,0,663,672,847,0.5768,0
17831580,21,200,246,209,9,25,34,50,0,0,9,4,0,582,622,659,1.0449,1
17834885,20,400,377,295,0,25,25,314,221,0,7,4,0,648,670,717,0.73695,0
17835797,20,250,201,199,0,25,25,100,85,0,9,4,0,644,670,700,0.79468,0
17837952,20,350,285,280,0,25,25,50,33,0,7,5,0,635,659,705,0.799714286,0
17839226,20,325,285,283,0,25,25,25,0,0,18,5,0,532,639,736,0.869292308,1
17841564,20,350,353,7,0,7,7,300,0,0,7,0,53,510,647,789,0.02,0
17844715,20,200,203,196,0,25,25,30,0,0,20,3,0,471,617,708,0.9813,0
17845426,20,350,-4,3,0,3,3,0,0,0,7,0,0,623,658,922,0.008571429,0
17846382,20,250,220,252,2,25,27,25,47,0,7,4,0,591,649,712,1.00952,0
17848384,20,200,108,135,0,25,25,40,57,0,7,3,0,639,682,740,0.67455,0
17849499,20,250,249,210,0,25,25,100,64,0,20,3,25,658,633,774,0.8402,0
17849775,20,250,90,83,0,25,25,45,29,0,8,1,0,541,693,853,0.332,0
17852821,20,300,308,298,0,25,25,30,9,0,7,5,0,507,639,704,0.994666667,0
17854829,20,350,183,168,0,25,25,25,0,0,7,3,0,574,656,875,0.480542857,0
17856009,20,350,401,300,0,25,25,126,41,0,7,6,29,497,619,,0.856314286,0
17858526,20,325,231,52,0,25,25,200,34,0,18,0,31,396,666,,0.16,0
17861330,20,300,166,240,0,25,25,166,231,0,9,0,0,539,665,759,0.8015,0
17861683,20,250,187,147,0,25,25,50,0,0,7,3,0,462,680,860,0.58628,0
17861808,20,300,7,7,0,7,7,7,0,0,7,0,0,619,681,994,0.023533333,0
17862416,20,250,173,224,0,25,25,60,100,0,18,4,11,653,657,792,0.89404,1
17862936,20,450,369,336,0,25,25,125,79,0,7,7,0,620,678,711,0.747466667,0
17863011,20,350,328,305,0,25,25,52,15,0,10,5,0,585,676,777,0.871228571,0
17865938,20,250,222,240,0,25,25,30,38,0,7,4,0,594,646,708,0.96148,0
17867273,20,250,102,233,0,25,25,25,146,0,7,3,0,616,661,733,0.9304,0
17870841,20,200,192,43,0,25,25,192,36,0,7,0,0,640,677,756,0.21365,0
17873337,20,250,262,283,33,25,58,40,48,0,10,4,0,548,643,703,1.13352,0
17875132,20,250,210,213,0,25,25,51,44,0,7,4,0,625,655,674,0.85244,0
17875530,20,350,285,257,0,25,25,40,0,0,7,5,0,641,674,718,0.732942857,0
17875718,20,350,335,358,8,25,33,25,35,0,7,6,0,596,649,708,1.023314286,0
17875912,20,250,199,180,0,25,25,30,0,0,7,3,0,620,670,794,0.7184,0
17876270,20,200,177,175,0,25,25,25,11,0,9,3,0,496,653,,0.87325,0
17880519,20,425,0,7,0,7,7,0,0,0,7,0,0,659,674,,0.016470588,0
17881912,20,250,249,247,0,25,25,30,15,0,9,4,0,522,657,741,0.98688,0
17884731,20,500,406,393,0,25,25,30,0,0,11,7,0,558,671,715,0.78618,0
17886636,20,400,318,268,0,25,25,100,26,0,18,5,0,669,696,764,0.66995,0
17889843,20,200,147,107,0,25,25,178,131,0,7,0,0,621,687,768,0.535,1
17891619,20,300,298,307,7,25,32,25,22,0,7,5,0,514,643,708,1.023466667,1
17891915,20,350,348,354,4,25,29,48,41,0,7,6,0,670,650,704,1.010971429,0
17893923,20,250,188,224,0,25,25,30,55,0,7,4,0,591,667,735,0.8966,0
17894448,20,250,267,178,0,25,25,111,0,0,20,3,0,571,639,787,0.71236,0
17895795,20,200,68,46,0,25,25,30,0,0,7,1,0,599,634,919,0.2301,0
17896811,20,450,347,329,0,25,25,100,70,0,7,6,0,632,672,864,0.731911111,0
17899809,20,250,171,168,0,25,25,250,240,0,7,0,0,573,648,796,0.673,0
17901820,20,250,202,238,0,25,25,30,55,0,7,4,0,595,663,727,0.95228,0
17908262,20,275,264,254,0,25,25,60,39,0,7,4,0,523,634,741,0.923709091,0
17909908,20,250,230,224,0,25,25,30,12,0,7,4,0,593,664,717,0.89496,0
17910483,20,200,184,194,0,25,25,29,29,0,7,3,0,580,652,716,0.96955,1
17916589,20,250,186,253,3,25,28,30,85,0,9,3,0,545,643,735,1.01316,0
17917922,20,500,112,45,0,25,25,75,0,0,7,1,0,623,691,890,0.09056,0
17918959,20,350,300,312,0,25,25,45,45,0,7,5,0,521,660,738,0.891742857,0
17918960,20,300,211,121,0,25,25,100,0,0,7,2,0,681,686,,0.401666667,0
17922034,20,250,240,225,0,25,25,36,0,0,18,4,0,614,663,731,0.90156,0
17922475,20,300,290,281,0,25,25,25,2,0,9,5,0,566,650,725,0.9364,0
17922762,20,350,119,300,0,25,25,176,350,0,7,0,0,711,690,741,0.855914286,0
17923586,20,250,245,209,0,25,25,50,2,0,9,4,0,559,669,736,0.83604,0
17924574,20,450,311,324,0,25,25,50,50,0,7,6,0,570,673,733,0.719022222,0
17929895,20,350,308,290,0,25,25,30,0,0,7,5,0,621,661,757,0.827371429,0
17932799,20,300,220,166,0,25,25,80,14,0,8,3,0,710,662,831,0.5525,0
17933491,20,600,489,507,0,25,25,100,102,0,7,9,0,632,674,733,0.844266667,0
17934192,20,350,405,312,0,25,25,105,0,0,7,5,0,647,625,721,0.892657143,0
17936357,20,400,196,180,0,25,25,26,0,0,7,3,0,686,679,868,0.450425,0
17938067,20,250,7,7,0,7,7,277,270,0,7,0,0,630,692,999,0.028,0
17938182,20,250,235,238,0,25,25,25,17,0,7,4,0,513,636,724,0.9518,0
17938660,20,250,224,203,0,25,25,50,18,0,7,4,0,549,666,741,0.81116,0
17940374,20,350,305,343,0,25,25,25,50,0,7,5,0,556,605,706,0.9792,0
17941340,20,300,7,25,0,25,25,275,276,0,18,0,0,476,696,828,0.0835,0
17944544,20,450,317,50,0,25,25,397,122,0,7,0,0,640,700,944,0.111177778,0
17948219,20,350,272,254,0,25,25,30,0,0,7,4,0,449,677,767,0.725485714,0
17948443,20,350,346,337,0,25,25,25,0,0,10,6,0,419,637,730,0.962571429,1
17948869,20,200,213,175,0,25,25,50,0,0,9,3,0,505,641,738,0.87675,0
17949075,20,500,276,115,0,25,25,175,0,0,11,3,0,649,705,932,0.22926,0
17949287,20,750,551,496,0,25,25,75,0,0,11,9,0,654,691,806,0.66196,0
17951443,20,325,78,266,0,25,25,40,193,0,32,2,0,635,670,760,0.817261539,0
17952233,20,375,297,273,0,25,25,50,15,0,7,5,0,665,646,770,0.72912,0
17960502,20,500,658,570,70,25,95,100,0,0,16,11,15,511,611,697,1.1395,1
17960505,20,500,475,468,0,25,25,25,0,0,11,8,0,592,642,718,0.93682,0
17960952,20,250,218,225,0,25,25,30,26,0,7,4,0,577,660,717,0.89832,0
17962087,20,325,263,224,0,25,25,50,0,0,7,4,0,493,686,798,0.689323077,0
17962111,20,250,64,194,0,25,25,30,150,0,7,2,0,619,657,,0.7744,0
17963514,20,300,248,223,0,25,25,40,0,0,11,4,0,500,679,776,0.744666667,0
17965206,20,250,260,258,8,25,33,35,22,0,7,4,0,498,644,704,1.03392,0
17965219,20,300,284,271,0,25,25,25,0,0,7,5,0,474,636,728,0.9029,0
17971961,20,250,7,271,21,25,46,25,282,0,7,0,0,620,648,707,1.0834,0
17975534,20,500,465,437,0,25,25,50,0,0,15,7,0,606,675,749,0.87462,0
17978143,20,400,370,386,0,25,25,25,0,23,7,11,0,623,650,719,0.96465,0
17978582,20,300,307,285,0,25,25,325,296,0,7,0,0,553,668,718,0.951233333,1
17981021,20,500,472,437,0,25,25,50,0,0,7,8,0,589,670,,0.87304,0
17982114,20,450,7,7,0,7,7,7,0,0,7,0,0,644,673,856,0.015555556,0
17983844,20,250,221,199,0,25,25,35,0,0,9,4,0,574,650,761,0.79496,0
17985293,20,350,323,357,7,25,32,25,46,0,7,6,0,643,647,709,1.019342857,0
17987790,20,250,330,276,26,25,51,65,0,0,7,5,0,607,617,726,1.105,1
17988364,20,350,379,324,0,25,25,79,0,0,18,6,0,617,631,720,0.925028571,0
17988703,20,275,256,200,0,25,25,225,161,0,7,2,0,669,687,789,0.728981818,0
17989642,20,300,311,311,11,25,36,36,24,0,7,5,0,594,632,702,1.037733333,0
17992577,20,300,215,286,0,25,25,25,84,0,7,5,0,488,639,715,0.953033333,0
17992819,20,250,184,209,0,25,25,35,50,0,7,3,0,543,658,756,0.83592,0
17993035,20,200,200,182,0,25,25,32,2,0,9,3,0,629,638,742,0.90765,0
17993863,20,300,75,-143,0,0,0,225,0,0,7,0,0,501,681,774,-0.478066667,0
17994393,20,275,51,94,0,25,25,51,87,0,8,0,0,587,623,815,0.343381818,0
17994851,20,300,311,290,0,25,25,80,47,0,7,4,0,626,668,727,0.967066667,0
17996283,20,275,291,7,0,7,7,291,0,0,7,0,0,566,629,766,0.025672727,0
18001427,20,200,318,229,29,25,54,100,0,0,7,4,0,561,625,,1.14435,1
18002016,20,250,240,-43,0,0,0,300,10,0,7,0,0,730,692,828,-0.17208,0
18009163,20,200,177,178,0,25,25,25,16,0,7,3,0,581,646,786,0.8889,0
18009741,20,250,168,165,0,25,25,25,12,0,7,3,0,530,661,838,0.65868,0
18010223,20,250,244,235,0,25,25,50,30,0,7,4,0,674,632,,0.9394,0
18010233,20,250,259,230,0,25,25,40,0,0,7,4,0,620,661,761,0.92196,0
18012028,20,250,268,155,0,25,25,158,33,0,8,3,0,501,623,695,0.61948,1
18013042,20,250,327,282,32,25,57,60,0,0,9,5,0,617,616,686,1.12688,0
18021039,20,400,312,317,0,25,25,50,40,0,10,5,0,596,673,741,0.791375,0
18024197,20,450,288,344,0,25,25,100,144,0,7,5,0,562,677,897,0.764422222,0
18025139,20,300,163,226,0,25,25,25,78,0,7,3,0,645,647,,0.754333333,0
18026119,20,250,199,161,0,25,25,75,15,0,19,2,0,610,652,789,0.644,0
18027778,19,250,173,176,0,25,25,40,31,0,9,3,0,606,650,717,0.703,0
18028467,19,350,304,291,0,25,25,25,0,0,7,5,0,479,643,754,0.830085714,1
18028647,19,275,212,217,0,25,25,30,22,0,9,4,0,642,679,771,0.788109091,0
18032054,19,300,233,281,0,25,25,25,61,0,7,4,0,585,645,723,0.935166667,0
18033689,19,375,146,162,0,25,25,25,32,0,7,2,0,698,668,915,0.432053333,0
18034190,19,950,457,5,0,5,5,400,-2,0,7,0,57,610,674,,0.005452632,0
18034260,19,500,477,503,3,25,28,25,36,0,7,8,0,569,649,702,1.0065,0
18034509,19,250,53,247,0,25,25,61,237,0,18,0,0,636,648,767,0.98732,0
18035563,19,400,203,72,0,25,25,246,107,0,8,0,0,640,705,896,0.18005,0
18036640,19,350,204,211,0,25,25,50,47,0,7,4,0,687,695,826,0.6034,0
18039418,19,250,156,115,0,25,25,50,0,0,7,2,0,608,668,894,0.46136,0
18039531,19,325,233,334,9,25,34,51,83,50,10,9,0,559,598,695,1.027046154,0
18040581,19,250,107,107,0,25,25,272,254,0,18,0,0,497,676,834,0.42628,0
18041060,19,250,48,81,0,25,25,25,50,0,7,1,0,505,666,930,0.32468,0
18043504,19,350,369,376,26,25,51,30,20,0,10,6,0,643,639,833,1.073342857,0
18047251,19,400,47,7,0,7,7,404,357,0,7,0,0,695,696,859,0.0175,0
18047490,19,250,33,226,0,25,25,33,217,0,9,0,0,659,667,998,0.90544,0
18050872,19,250,0,247,0,25,25,209,240,0,7,0,0,601,666,,0.98624,0
18051173,19,325,14,0,0,0,0,21,0,0,7,0,0,675,668,992,-0.000123077,0
18051576,19,200,130,178,0,25,25,25,64,0,7,3,0,558,672,719,0.8921,0
18052531,19,250,159,98,0,25,25,159,90,0,8,0,0,572,671,682,0.3904,0
18054735,19,300,306,237,0,25,25,80,0,0,7,4,0,482,663,777,0.790666667,0
18056419,19,400,365,383,0,25,25,25,25,0,10,7,0,664,666,733,0.956875,0
18057266,19,350,367,358,8,25,33,132,112,0,7,5,0,642,643,702,1.023714286,1
18057471,19,350,350,341,0,25,25,25,0,0,10,6,0,616,613,702,0.9736,0
18058381,19,250,271,6,0,6,6,271,0,0,6,0,0,568,655,984,0.0222,0
18060037,19,475,423,387,0,25,25,50,0,0,7,7,0,605,670,744,0.815663158,0
18061986,19,250,169,194,0,25,25,237,233,0,29,0,0,460,673,771,0.77656,0
18064272,19,350,360,335,0,25,25,40,0,0,10,5,0,636,646,733,0.958228571,0
18064796,19,350,309,351,1,25,26,50,80,0,7,5,0,663,667,711,1.003285714,0
18066293,19,250,251,257,7,25,32,25,19,0,7,4,0,587,641,709,1.02636,0
18066644,19,200,130,90,0,25,25,50,0,0,8,2,0,473,642,856,0.45125,0
18067782,19,300,313,224,0,25,25,100,0,0,7,4,0,592,646,830,0.747566667,0
18071333,19,250,250,238,0,25,25,25,0,0,9,4,0,638,649,716,0.95152,0
18072244,19,525,211,488,0,25,25,75,340,0,7,5,0,628,672,720,0.929942857,0
18076934,19,400,337,273,0,25,25,75,0,0,7,5,0,605,646,814,0.683525,0
18077048,19,250,238,73,0,25,25,186,13,0,7,1,0,649,641,906,0.293,0
18077225,19,275,237,225,0,25,25,25,0,0,9,4,0,549,663,764,0.819272727,0
18077385,19,250,7,7,0,7,7,7,0,0,7,0,0,625,674,1000,0.028,0
18077726,19,275,314,7,0,7,7,314,0,0,18,0,11,590,645,749,0.025672727,0
18079691,19,250,7,7,0,7,7,7,0,0,7,0,0,539,658,985,0.02824,0
18081790,19,250,255,217,0,25,25,50,0,0,7,4,0,502,660,710,0.86664,1
18082755,19,350,279,347,0,25,25,25,5,70,7,11,0,680,658,712,0.991571429,0
18086305,19,200,169,175,0,25,25,25,21,0,7,3,0,529,655,751,0.8763,0
18086314,19,200,156,204,4,25,29,100,139,0,7,3,0,524,651,786,1.0224,0
18088937,19,750,681,676,0,25,25,100,77,0,7,12,0,521,672,738,0.901733333,0
18089441,19,500,343,394,0,25,25,70,107,0,7,7,0,687,684,773,0.78704,0
18092298,19,250,264,251,1,25,26,40,16,0,7,4,0,554,644,707,1.00328,0
18092828,19,400,407,380,0,25,25,50,10,0,7,6,0,544,622,712,0.949625,0
18095128,19,250,7,253,3,25,28,78,317,0,7,0,0,630,638,695,1.0104,0
18097066,19,350,390,7,0,7,7,390,0,0,7,0,0,588,652,,0.020171429,0
18097449,19,250,248,236,0,25,25,36,0,0,20,4,0,608,633,725,0.9436,0
18098244,19,250,236,238,0,25,25,25,13,0,9,4,0,584,645,710,0.95156,0
18098333,19,250,242,230,0,25,25,25,0,0,9,4,0,592,657,738,0.91916,0
18099807,19,250,211,225,0,25,25,35,36,0,9,4,0,500,671,714,0.89984,0
18102706,19,250,216,204,0,25,25,50,27,0,7,4,0,585,667,711,0.81452,0
18104261,19,350,292,202,0,25,25,110,9,0,7,4,0,632,667,742,0.576657143,0
18104417,19,200,179,193,0,25,25,227,232,0,9,0,0,529,660,721,0.96275,0
18104512,19,200,201,111,0,25,25,112,0,0,19,3,0,597,677,754,0.5561,0
18104544,19,250,208,169,0,25,25,50,0,0,7,3,0,650,688,805,0.67432,0
18104729,19,450,348,415,0,25,25,25,75,0,11,6,0,600,663,734,0.921488889,0
18104838,19,250,173,159,0,25,25,25,0,0,8,3,0,424,608,794,0.63712,1
18105481,19,750,595,615,0,25,25,25,27,0,7,10,0,547,667,757,0.82016,0
18106573,19,350,287,325,0,25,25,50,75,0,7,5,0,632,675,733,0.927857143,0
18107209,19,250,291,237,0,25,25,66,0,0,7,5,0,525,637,,0.94676,0
18109787,19,300,248,256,0,25,25,50,44,0,9,5,0,663,667,,0.8543,0
18110010,19,250,-2,5,0,5,5,0,0,0,7,0,0,648,670,976,0.02,0
18111901,19,250,388,121,0,25,25,314,35,0,8,5,0,498,618,,0.48528,0
18113452,19,450,344,405,0,25,25,40,88,0,7,6,0,565,664,741,0.899066667,0
18113927,19,375,333,308,0,25,25,50,13,0,7,6,0,586,687,763,0.82232,0
18115305,19,325,347,209,0,25,25,150,0,0,7,5,0,609,652,808,0.642523077,0
18115320,19,250,61,20,0,20,20,120,72,0,7,0,0,518,698,849,0.07996,0
18116500,19,300,24,7,0,7,7,24,0,0,7,0,0,512,676,985,0.023533333,0
18116577,19,300,19,217,0,25,25,20,211,0,7,0,0,572,684,779,0.7222,0
18117549,19,300,198,250,0,25,25,25,63,0,9,4,0,539,639,784,0.831866667,1
18118936,19,250,179,244,0,25,25,25,80,0,7,4,0,615,633,714,0.97672,0
18120359,19,250,213,197,0,25,25,35,6,0,9,4,0,661,680,776,0.78836,0
18123054,19,400,204,224,0,25,25,50,59,0,7,4,0,532,678,1000,0.56035,0
18123089,19,300,59,268,0,25,25,59,261,0,7,0,0,665,683,737,0.892566667,0
18125444,19,250,229,232,0,25,25,25,18,0,7,4,0,462,653,708,0.92872,0
18126350,19,425,58,323,0,25,25,110,368,0,7,0,0,679,683,738,0.760094118,0
18127076,19,350,332,343,0,25,25,25,20,0,10,5,0,454,649,719,0.978571429,0
18127846,19,300,265,285,0,25,25,35,41,0,10,4,0,596,664,728,0.949933333,1
18129397,19,250,2,54,0,25,25,2,47,0,7,0,0,596,666,935,0.21508,0
18130103,19,250,169,128,0,25,25,82,31,0,7,3,0,589,683,854,0.51232,0
18132299,19,350,214,270,0,25,25,25,70,0,7,4,0,633,666,778,0.770314286,0
18133115,19,250,236,231,0,25,25,25,9,0,7,4,0,521,645,731,0.92264,0
18133270,19,250,249,239,0,25,25,249,232,0,7,0,0,532,625,706,0.9542,0
18136191,19,350,88,7,0,7,7,88,0,0,7,0,0,548,700,994,0.02,0
18137381,19,300,288,310,10,25,35,75,85,0,7,5,0,636,639,726,1.031766667,0
18137973,19,350,380,313,0,25,25,80,0,0,7,6,0,489,636,738,0.894571429,0
18140292,19,250,276,207,0,25,25,80,0,0,7,4,0,651,620,742,0.82836,0
18140910,19,250,203,185,0,25,25,30,0,0,9,3,0,631,678,786,0.73976,0
18143308,19,250,243,239,0,25,25,25,8,0,9,4,0,576,651,727,0.95732,0
18144230,19,250,7,287,37,25,62,8,281,0,7,0,0,615,638,738,1.14984,0
18147566,19,"1,000",880,874,0,27,27,35,0,0,15,14,0,515,662,740,0.87376,0
18152191,19,300,201,161,0,25,25,50,0,0,7,3,0,658,674,846,0.5356,0
18153539,19,250,238,174,0,25,25,75,0,0,7,3,0,577,646,794,0.6944,0
18154220,19,250,183,153,0,25,25,50,11,0,7,3,0,621,668,822,0.6116,0
18157412,19,275,313,274,0,25,25,111,48,0,20,4,0,594,640,710,0.994909091,0
18158137,19,250,192,190,0,25,25,30,16,0,9,3,0,634,666,762,0.76016,0
18159100,19,200,151,171,0,25,25,30,39,0,9,3,0,628,670,756,0.85745,0
18159223,19,200,271,153,0,25,25,100,0,0,8,2,29,536,616,767,0.7644,0
18161625,19,300,248,278,0,25,25,50,69,0,7,4,0,587,671,727,0.9279,0
18163630,19,250,165,17,0,17,17,229,74,0,7,0,0,644,700,981,0.06796,0
18164249,19,200,144,138,0,25,25,50,35,0,7,3,0,527,633,790,0.69215,0
18166631,19,375,300,293,0,25,25,45,23,0,10,5,0,618,686,788,0.780533333,0
18167321,19,525,201,520,0,25,25,25,301,0,37,7,0,658,655,710,0.990933333,0
18168451,19,300,388,299,0,25,25,388,292,0,7,0,0,566,591,679,0.997366667,0
18169103,19,450,375,458,8,25,33,60,130,0,7,6,0,634,663,709,1.017955556,0
18171271,19,250,257,219,0,25,25,50,0,0,9,4,0,547,628,734,0.8766,0
18173826,19,250,7,-33,0,0,0,7,0,0,7,0,40,682,699,996,-0.132,0
18175897,19,325,441,283,0,25,25,140,0,0,7,6,31,499,643,743,0.870276923,0
18178303,19,400,351,339,0,25,25,25,0,0,7,6,0,659,652,743,0.8474,0
18179756,19,350,364,378,28,25,53,40,41,0,7,6,0,632,636,703,1.079542857,0
18181687,19,250,272,190,0,25,25,211,109,0,18,2,0,624,659,698,0.75868,0
18183174,19,275,236,277,2,25,27,25,55,0,7,4,0,591,660,738,1.007127273,0
18184243,19,300,255,241,0,25,25,25,0,0,7,4,0,587,649,713,0.8035,1
18186400,19,375,347,363,0,25,25,25,25,0,10,6,0,613,651,736,0.968906667,0
18186626,19,300,229,189,0,25,25,50,0,0,7,4,0,661,675,819,0.630833333,0
18187029,19,400,276,349,0,25,25,50,111,0,7,6,0,619,663,919,0.8725,0
18188371,19,250,235,233,0,25,25,25,14,0,6,4,0,662,653,713,0.9326,0
18188435,19,400,198,193,0,25,25,100,85,0,7,3,0,675,675,743,0.481725,0
18188946,19,250,278,189,0,25,25,100,0,0,7,3,0,633,646,741,0.75424,0
18192799,19,300,204,164,0,25,25,50,0,0,7,3,0,700,667,,0.548233333,0
18193886,19,275,284,255,0,25,25,40,0,0,7,4,0,615,640,715,0.928181818,1
18194032,19,400,387,394,0,25,25,25,19,0,7,6,0,539,646,715,0.9857,1
18196940,19,250,187,122,0,25,25,75,0,0,8,2,0,702,650,848,0.48836,0
18197000,19,350,290,262,0,25,25,40,0,0,7,5,0,633,672,827,0.7474,0
18200313,19,400,54,7,0,7,7,54,0,0,7,0,0,669,697,996,0.0175,0
18200528,19,275,181,48,0,25,25,181,41,0,7,0,0,497,639,769,0.176109091,0
18200920,19,200,200,182,0,25,25,50,22,0,7,3,0,496,622,705,0.9096,0
18201316,19,300,376,314,14,25,39,75,0,0,7,6,0,483,595,689,1.047633333,1
18201599,19,300,0,254,0,25,25,0,247,0,7,0,0,559,677,752,0.847666667,0
18204511,18,250,226,36,0,25,25,200,0,0,7,4,0,656,680,,0.14448,0
18209570,18,350,309,287,0,25,25,100,66,0,7,5,0,538,676,833,0.819057143,0
18210119,18,250,0,6,0,6,6,276,129,0,17,0,0,494,643,,0.02328,0
18211878,18,300,279,253,0,25,25,50,12,0,7,5,0,524,640,749,0.8441,0
18212944,18,300,299,261,0,25,25,50,0,0,7,5,0,571,657,771,0.8689,1
18214099,18,250,206,210,0,25,25,46,40,0,7,3,0,559,683,,0.84184,0
18217119,18,300,181,240,0,25,25,50,99,0,7,3,0,651,681,,0.8013,0
18218366,18,325,281,416,91,25,116,141,250,0,18,9,0,606,634,689,1.281292308,0
18223190,18,300,262,287,0,25,25,279,297,0,7,0,0,588,676,714,0.955433333,0
18224323,18,300,292,309,9,25,34,25,30,0,7,5,0,632,639,718,1.0311,0
18226745,18,250,261,236,0,25,25,36,0,0,7,4,0,526,642,747,0.94436,0
18229314,18,250,121,223,0,25,25,121,216,0,7,0,0,583,637,706,0.89236,1
18229560,18,400,384,383,0,25,25,25,10,0,7,6,0,543,645,757,0.956425,0
18229721,18,275,184,256,0,25,25,30,89,0,9,4,0,557,667,734,0.929527273,0
18231341,18,200,94,164,0,25,25,100,162,0,7,0,0,601,674,755,0.81895,0
18234395,18,450,161,136,0,25,25,447,414,0,8,0,0,684,697,769,0.302711111,0
18235237,18,400,328,328,0,25,25,25,13,0,7,6,0,681,662,760,0.820525,0
18235247,18,400,391,381,0,25,25,50,27,0,7,6,0,612,656,720,0.95335,0
18241147,18,250,235,240,0,25,25,25,19,0,7,4,0,684,653,745,0.95988,0
18242409,18,250,122,75,0,25,25,80,24,0,7,2,0,520,671,811,0.29876,0
18243931,18,300,224,209,0,25,25,25,0,0,7,4,0,644,664,802,0.697966667,0
18244256,18,400,420,364,0,25,25,50,0,0,29,6,40,494,619,718,0.911225,0
18244429,18,250,280,260,10,25,35,55,23,0,7,5,0,628,650,,1.03848,0
18246690,18,500,473,463,0,25,25,25,0,0,7,8,0,595,655,716,0.92578,0
18252671,18,350,369,331,0,25,25,50,0,0,7,5,0,571,626,726,0.945714286,0
18253222,18,500,462,454,0,25,25,25,0,0,0,8,0,478,648,731,0.9083,0
