DebtDimId,Months_On_Book,Net_Purchases_During_Cycle,Net_Cash_Advances_During_Cycle,Utility,Closed
13578887,43,161,0,0.375511111,0
13581820,43,52,0,0.971685714,0
13582246,43,0,0,0.01205,1
13583494,43,0,0,0.878771429,0
13585375,43,0,0,0.984114286,0
13587160,43,0,0,0.02036,0
13587773,43,0,0,0.8721,0
13589267,43,42,0,0.9438,0
13590629,43,118,0,0.276888889,0
13595195,43,0,0,0.962057143,1
13598009,43,0,0,0.919171429,0
13603151,43,17,0,0.824933333,0
13610077,43,0,0,0.383371429,0
13610275,43,61,0,0.472285714,0
13611222,43,128,0,1.188966667,0
13613221,43,80,0,0.91964,0
13620787,43,0,0,0.895657143,0
13621328,43,200,0,0.683233333,0
13621992,43,222,0,0.9138,0
13623000,43,0,0,1.021066667,0
13624205,43,12,0,0.88008,0
13627357,43,55,0,1.018911111,0
13637312,43,31,0,1.01296,0
13642899,43,13,0,0.927125,0
13648727,43,0,0,0.78332,0
13651422,43,0,0,0.58646,0
13653949,43,23,0,0.4976,0
13658297,43,0,0,0.3589,0
13660455,43,0,0,0.01,0
13661216,43,468,0,0.719285714,0
13662067,43,1,0,0.3038875,0
13675171,43,50,0,0.8777,0
13679318,42,0,0,1.10848,0
13684397,42,0,0,0.024,0
13684976,42,101,0,0.896422222,0
13686783,42,75,0,1.2127,1
13687032,42,0,0,0.17464,0
13695363,42,0,0,0.834133333,0
13697624,42,0,0,0.872,0
13698154,42,28,0,0.861171429,0
13705151,42,0,0,0.015,0
13710772,42,0,0,0.83612,0
13713884,42,42,0,0.9981,0
13717646,42,24,0,0.9534,0
13720078,42,61,0,1.130466667,0
13722485,42,114,0,0.983875,0
13727533,42,0,0,0.017142857,0
13737040,42,29,0,0.884018182,0
13745092,42,342,0,0.908342857,1
13756318,42,0,0,0.452542857,0
13758404,42,147,0,0.746422222,0
13765044,42,57,0,0.65808,0
13769649,42,159,0,0.0242,0
13773121,42,48,0,0.999466667,0
13780691,42,0,0,0.96064,0
13781845,42,10,0,0.9546,0
13782071,42,7,0,0.968228571,0
13784931,42,56,0,0.206933333,0
13786331,42,0,0,0.8353,0
13789932,42,32,0,0.918485714,0
13791666,42,0,0,0.901472727,0
13794109,42,0,0,0.657833333,0
13795388,42,0,0,0.33964,0
13801130,42,0,0,0.8038,0
13813168,42,50,0,0.935577778,1
13813498,42,0,0,0.811781818,0
13819813,42,0,0,0.88524,0
13820437,42,0,0,0.10552,0
13820964,42,73,0,1.025828571,0
13825893,42,0,0,0.708666667,0
13826717,42,0,0,0.7215,0
13836434,42,135,0,0.402771429,0
13839785,42,167,0,0.754833333,0
13842079,42,0,0,0.0242,0
13850382,42,141,0,0.980925,0
13851004,42,0,0,0.655571429,0
13856546,42,65,0,0.95244,0
13859762,42,429,0,0.99255,0
13860399,42,0,0,0.990714286,0
13861530,42,60,0,0.190085714,0
13862765,42,55,0,0.809457143,0
13868918,42,45,0,0.996,0
13869461,42,0,0,0.017571429,0
13871955,42,207,0,0.614742857,0
13872072,42,46,0,0.99644,0
13874303,42,20,0,0.60988,0
13877993,42,163,0,0.915275,0
13878036,42,0,0,0.60512,0
13883973,42,0,0,0.02,0
13884230,42,255,0,1.053,0
13884442,42,0,0,0.010909091,0
13888426,41,0,0,0.846,0
13891779,41,34,0,0.9096,0
13892650,41,0,0,0.508742857,0
13894633,41,0,0,0.024,0
13896110,41,0,20,0.976257143,0
13899650,41,4,0,0.919,0
13899789,41,131,0,0.848142857,0
13900703,41,31,0,0.884257143,0
13900917,41,0,0,0.336825,0
13903282,41,131,0,0.897025,0
13903387,41,0,0,0.927654546,0
13904885,41,0,0,0.821142857,0
13910708,41,163,0,0.335,0
13911605,41,74,0,0.526733333,0
13923337,41,0,0,0.5744,0
13925820,41,0,0,0.76836,0
13926537,41,40,0,0.822866667,0
13942712,41,131,0,0.922466667,0
13944421,41,43,0,0.845233333,0
13944802,41,0,0,0.833057143,0
13945354,41,0,0,0.017142857,1
13948153,41,91,0,0.57195,0
13951868,41,0,0,0.221433333,0
13952618,41,122,0,1.085866667,0
13953899,41,0,0,0.934422222,0
13954746,41,0,0,0.935933333,0
13960349,41,0,0,0.43036,0
13965839,41,100,0,0.306085714,0
13967981,41,0,0,0.024,0
13968410,41,3,0,0.63076,1
13971030,41,23,0,0.564314286,0
13979262,41,49,0,1.0338,0
13981616,41,22,0,1.000507692,0
13982688,41,29,0,1.018766667,0
13984284,41,0,0,0.024,0
13987186,41,15,0,1.02844,0
13988505,41,45,0,0.699033333,0
13990064,41,0,0,0.842433333,0
13991446,41,0,0,1.0037,0
13992710,41,51,0,1.039666667,0
13994803,41,0,0,0.013333333,0
13995748,41,0,0,0.8322,0
13996062,41,50,0,0.616,0
13996755,41,101,0,0.356366667,0
13998618,41,0,0,0.910966667,0
14003289,41,4,0,0.57496,0
14008524,41,0,0,0.189965217,0
14013158,41,107,0,-0.004690909,0
14029433,41,19,0,0.9666,0
14029757,41,72,0,0.485857143,0
14031944,41,15,0,0.069166667,0
14033376,41,15,0,0.57404,0
14033903,41,0,0,0.78692,0
14037236,41,124,0,0.839975,0
14040403,41,0,0,0.733088889,0
14041516,41,0,0,0.471566667,0
14044956,41,0,0,0.92784,0
14049644,41,23,0,0.9634,0
14051442,41,126,0,0.201766667,0
14052608,41,0,0,0.858666667,0
14053676,41,0,0,0.871133333,0
14055456,41,0,0,1.047666667,0
14055753,41,0,0,0.951833333,0
14062466,41,0,0,0.140866667,0
14066222,41,252,0,0.74,0
14070112,41,0,0,0.015,0
14079129,41,0,0,0.9017,0
14079714,41,48,0,1.026833333,0
14080258,41,0,0,0.933266667,0
14081034,41,0,0,0.8937,0
14085145,41,82,0,0.870575,0
14089646,41,297,0,1.009433333,0
14092020,40,144,0,0.938525,0
14099007,40,0,0,0.9586,0
14100671,40,0,0,1.4542,0
14104650,40,115,0,0.91744,0
14105107,40,0,0,0.988705882,0
14107219,40,133,0,1.02832,0
14108978,40,21,0,0.4019,0
14110075,40,14,0,1.002142857,0
14112138,40,67,0,0.814888889,0
14114903,40,12,0,0.042070588,0
14119977,40,27,0,0.90528,0
14122727,40,39,0,0.8534,0
14125742,40,0,0,0.465257143,1
14131723,40,169,0,0.659333333,0
14132006,40,0,0,0.8741,0
14133375,40,26,0,0.9166,0
14133555,40,30,0,0.809371429,0
14133767,40,0,0,0.415066667,0
14140293,40,0,0,0.897353846,0
14142757,40,359,0,0.913675,0
14149509,40,0,0,0.70588,0
14151377,40,0,0,0.885633333,0
14160137,40,108,0,0.939165217,0
14166684,40,0,0,1.1017,0
14169788,40,0,0,0.012,0
14170849,40,0,0,0.818342857,0
14175966,40,0,0,0.768485714,0
14175986,40,0,0,0.02,0
14178748,40,351,0,0.8241,0
14181584,40,94,0,0.545866667,0
14183252,40,6,0,0.439066667,0
14183325,40,69,0,0.747666667,0
14184506,40,25,0,0.991833333,0
14186781,40,110,0,0.8976,0
14187875,40,119,0,0.33336,0
14190087,40,0,0,0.699666667,0
14192278,40,57,0,0.730254546,0
14193884,40,178,0,0.824457143,0
14195122,40,0,0,0.695714286,0
14195933,40,0,0,0.753166667,0
14196299,40,155,0,0.638742857,0
14199982,40,21,0,0.411890909,0
14200526,40,0,0,0.25712,0
14202495,40,0,0,0.88976,0
14202656,40,28,0,0.977706667,0
14211405,40,108,0,0.54525,0
14216780,40,6,0,0.940733333,0
14219329,40,2,0,0.9769,0
14224436,40,32,0,0.882542857,0
14227034,40,0,0,0.9732,0
14227708,40,137,0,0.31592,1
14231541,40,0,0,0.89948,0
14231692,40,0,0,0.3638,0
14232599,40,13,0,0.054742857,1
14232830,40,0,0,0.927571429,0
14232853,40,0,0,0.120371429,0
14233481,40,13,0,1.016266667,0
14234562,40,86,22,0.2991,0
14244702,40,243,0,0.710028571,0
14245338,40,20,0,1.0465,0
14247047,40,0,0,0.46696,0
14251387,40,27,0,0.60204,0
14261696,40,60,0,0.728,0
14266431,40,71,0,1.00275,0
14273059,40,131,0,0.544145455,0
14273817,40,26,0,0.8168,0
14274645,40,0,0,0.53508,0
14277170,40,329,0,0.024,0
14280590,40,20,0,1.0176,0
14281757,40,372,0,0.47705,0
14284365,39,320,0,1.1218,0
14285987,39,15,0,0.9892,0
14299966,39,0,0,0.7016,0
14316563,39,0,0,0.809566667,0
14319694,39,15,0,0.936377778,0
14319832,39,27,0,0.717257143,0
14327554,39,0,0,-0.175555556,0
14327671,39,0,0,0.92484,0
14330834,39,112,0,0.9675,0
14334908,39,13,0,1.02176,0
14339727,39,148,0,0.61204,0
14339925,39,119,0,0.858933333,0
14346737,39,66,0,0.82516,0
14348198,39,46,0,0.94776,0
14350589,39,13,0,1.0064,1
14350609,39,0,0,0.89588,0
14361863,39,0,0,0.738533333,0
14362261,39,0,0,0.01564,0
14366744,39,29,0,0.0872,1
14368338,39,0,0,0.46322,0
14376011,39,21,0,0.93056,0
14376040,39,0,0,1.6396,0
14377191,39,0,0,0.43392,0
14394602,39,0,0,0.128496,0
14396050,39,21,0,0.059711111,0
14408632,39,0,0,0.931025,0
14411032,39,5,0,0.0316,0
14413064,39,22,0,0.93708,0
14415735,39,0,0,0.024,0
14415906,39,79,0,0.9942,0
14418222,39,0,0,0.692254546,0
14422172,39,0,0,0.93264,0
14426690,39,0,0,0.76752,0
14426825,39,0,0,0.52788,0
14432413,39,0,0,0.067514286,0
14437196,39,0,0,0.9462,0
14441286,39,131,0,1.0384,0
14442753,39,0,0,0.663485714,0
14445868,39,0,0,0.95832,0
14449916,39,46,0,0.2126,0
14456638,39,94,0,0.32,0
14458101,39,17,0,1.0243,0
14459825,39,46,0,1.01064,0
14459847,39,0,0,0.734,0
14460426,39,0,0,1.39512,0
14463329,39,17,0,1.010533333,0
14463699,39,434,0,0.87984,0
14464231,39,73,0,0.904577778,0
14464772,39,0,0,0.945166667,0
14471077,39,34,0,0.9884,0
14473871,39,0,0,0.816541177,0
14474988,39,0,0,0.938233333,0
14484069,39,0,0,1.100257143,0
14484918,39,37,0,1.029657143,0
14486030,39,17,0,0.0776,0
14491232,38,0,0,0.41596,0
14499857,38,30,0,1.04924,0
14502163,38,10,0,0.953980952,0
14505740,38,0,0,1.1156,0
14506451,38,49,0,0.775617391,0
14506794,38,0,0,0.813022222,0
14507867,38,0,0,0.013333333,0
14512828,38,0,0,0.9128,0
14518113,38,0,0,1.003152,0
14522359,38,0,0,0.939542857,1
14522828,38,0,0,0.73692,0
14524148,38,24,0,0.92628,0
14530454,38,74,0,1.01,0
14532432,38,0,0,0.773433333,0
14533189,38,0,0,0.451571429,0
14534564,38,31,0,1.040342857,1
14535198,38,148,0,0.809844444,0
14536345,38,0,0,0.94104,0
14536695,38,15,0,1.013066667,0
14538176,38,0,0,0.92108,0
14541351,38,87,0,0.814971429,0
14543386,38,0,0,0.908066667,0
14543904,38,0,0,0.889142857,0
14544311,38,0,0,0.798633333,0
14545363,38,5,0,0.956533333,0
14551269,38,36,0,0.16692,0
14553660,38,0,0,0.404466667,0
14555614,38,0,0,0.944425,0
14556154,38,263,0,0.84476,0
14562430,38,0,0,0.015125,0
14565972,38,112,0,0.879025,0
14567769,38,0,0,0.8346,0
14573575,38,24,0,0.907781818,0
14574339,38,60,0,0.671828571,0
14580546,38,0,0,0.80492,0
14583663,38,44,0,0.797411765,0
14583967,38,0,0,0.9736,0
14590014,38,0,0,1.099233333,0
14590727,38,0,0,0.43188,0
14592152,38,1,0,0.94508,0
14596534,38,0,0,0.9046,0
14597462,38,0,0,0.813857143,0
14599968,38,45,0,0.512355556,0
14601297,38,0,0,0.022,1
14603475,38,4,0,0.95528,0
14603677,38,25,0,0.9426,0
14606123,38,202,0,0.934028571,0
14610311,38,0,0,0.725975,0
14614977,38,0,0,0.9704,0
14623018,38,7,0,0.985230769,0
14626106,38,0,0,0.78836,0
14632990,38,233,0,0.698105263,0
14635642,38,17,0,0.94272,0
14636536,38,0,0,0.993706667,0
14640092,38,135,0,0.479075,0
14643061,38,26,0,0.986577778,0
14646329,38,0,0,0.65848,0
14652311,38,15,0,1.029266667,0
14654482,38,0,0,0.25618,0
14654680,38,0,0,0.2193,0
14655721,38,0,0,0.987171429,0
14661876,38,106,0,0.344615385,0
14661907,38,0,0,0.51876,0
14663850,38,0,0,0.90576,0
14666144,38,0,0,0.015125,0
14667927,38,0,0,1.26452,0
14672722,38,0,0,0.917466667,0
14677100,37,78,0,0.68308,0
14680545,37,0,0,0.86958,0
14683615,37,0,0,0.322742857,0
14698817,37,0,0,1.105527273,0
14699522,37,0,0,0.969933333,0
14700912,37,76,0,1.011566667,0
14706893,37,17,0,0.68805,0
14713125,37,0,0,0.96224,0
14715010,37,0,0,0.826466667,0
14716233,37,0,0,0.964571429,1
14719322,37,88,0,0.83244,0
14724233,37,20,0,0.8333,0
14725453,37,18,0,1.02022,0
14725653,37,0,0,0.969233333,0
14728106,37,0,0,0.882266667,0
14728857,37,0,0,0.73032,0
14745842,37,86,0,1.138,0
14747448,37,0,0,0.987709091,0
14748137,37,0,0,1.15756,0
14749672,37,0,0,0.90816,0
14750951,37,0,0,0.946625,0
14757821,37,-4,0,0.88772,0
14757998,37,112,0,0.884525,0
14762993,37,27,0,0.395371429,0
14773933,37,0,0,0.688942857,0
14775003,37,0,0,0.96272,0
14779162,37,0,0,1.142072727,0
14781198,37,0,0,1.14364,0
14789883,37,0,0,0.79076,0
14791671,37,0,0,0.88676,0
14795624,37,0,0,0.9698,0
14801567,37,0,0,0.7648,0
14809171,37,0,0,0.971,0
14809587,37,0,0,0.115914286,0
14816856,37,5,0,0.974425,0
14818572,37,55,0,1.017505882,0
14820842,37,0,0,0.864457143,0
14821534,37,0,0,0.699025,0
14825406,37,0,0,0.917676923,1
14825910,37,0,0,0.16544,0
14827394,37,0,0,0.97152,0
14830067,37,214,0,0.796488889,0
14838599,37,0,0,0.75844,0
14841531,37,0,0,0.841225,0
14849978,37,28,0,0.60496,1
14853407,37,73,0,1.097566667,0
14855605,37,0,0,0.578866667,0
14857158,37,18,0,1.23024,0
14863614,37,0,0,1.0344,0
14867336,37,0,0,1.009,0
14869743,37,25,0,1.078892308,0
14872848,37,0,0,0.9658,0
14874451,37,0,0,1.06608,0
14875749,37,4,0,0.84065,0
14880579,37,0,0,0.947142857,0
14880811,37,0,0,0.816025,0
14882117,37,173,0,1.109130435,0
14886974,36,55,0,0.256,0
14891181,36,7,0,1.17344,0
14895217,36,38,0,1.191166667,0
14897559,36,71,0,0.76745,0
14900671,36,1,0,0.683813333,0
14905168,36,0,0,1.086966667,1
14911504,36,40,0,0.268714286,0
14921657,36,0,0,0.935890909,0
14922554,36,292,0,0.9294,0
14930793,36,0,0,0.42952,0
14932211,36,0,0,0.802,0
14934832,36,17,0,1.086327273,0
14935412,36,0,0,0.949142857,0
14946781,36,11,0,1.165366667,0
14951475,36,200,0,0.567833333,0
14956414,36,0,0,1.096285714,0
14956681,36,0,0,1.108133333,0
14957151,36,0,0,0.656733333,0
14957865,36,0,0,0.95128,0
14964203,36,4,0,1.055633333,0
14974602,36,14,0,1.10856,0
14977743,36,0,0,0.970693333,0
14980417,36,0,0,0.216,0
14981208,36,22,0,-0.577815385,0
14986912,36,47,0,0.803133333,0
14987210,36,40,0,0.90858,0
14991051,36,0,0,0.80192,0
14993383,36,17,0,0.81652,0
15000732,36,0,0,0.450984615,0
15003541,36,28,0,1.08964,0
15004164,36,15,0,0.850285714,0
15010000,36,88,185,1.0041,0
15011932,36,0,0,1.037873684,0
15014151,36,0,0,0.777415385,0
15014621,36,0,0,1.130495238,0
15015937,36,0,0,0.965563636,0
15022762,36,87,0,0.9292,0
15022970,36,81,0,1.074514286,0
15023094,36,0,0,0.7713,0
15026304,36,0,0,1.015825,0
15026804,36,0,0,1.0671,1
15028766,36,39,0,1.167466667,0
15030918,36,0,0,0.53108,0
15033225,36,27,0,1.21896,0
15038781,36,30,0,0.95848,0
15051553,36,87,0,0.767876923,0
15052528,36,114,0,0.47864,0
15055725,36,25,0,0.478975,0
15058702,36,78,0,0.44008,0
15062341,36,10,0,0.33496,0
15067368,36,34,0,0.76128,0
15069052,36,15,0,1.166461539,0
15074493,36,0,0,1.14668,0
15076943,36,0,0,0.31155,0
15083040,36,44,0,0.915883333,0
15083158,36,0,0,0.86916,0
15083939,36,0,0,0.357228571,0
15084332,36,0,0,0.666,0
15084368,36,0,0,0.709375,0
15087527,36,286,0,0.258813333,0
15090944,36,27,0,0.421236364,0
15091289,36,38,0,1.021447619,0
15093980,36,0,0,0.017142857,0
15099495,36,0,0,0.117381818,0
15101490,36,0,0,0.901569231,0
15111795,36,19,0,0.92528,0
15114433,36,35,0,0.330033333,0
15114502,36,265,0,0.579675,0
15115542,36,31,0,0.40952,0
15120360,36,0,0,0.96876,0
15125806,36,0,0,0.10696,0
15132573,36,6,0,0.885075,0
15136398,36,0,0,0.90816,0
15142785,35,35,0,0.816,0
15150638,35,0,0,0.624571429,0
15159922,35,313,0,0.398457143,0
15162277,35,143,0,0.59724,0
15163231,35,35,0,0.541371429,0
15170477,35,0,0,0.988611765,0
15170841,35,35,0,0.853133333,0
15173502,35,57,0,0.960966667,0
15177565,35,13,0,0.0758,0
15178728,35,0,0,0.919314286,0
15180595,35,24,0,0.8356,0
15184904,35,197,0,0.03025,0
15185001,35,45,0,0.903294118,0
15185224,35,0,0,0.763533333,0
15185248,35,0,0,0.834857143,1
15186116,35,17,0,0.69045,0
15191794,35,25,0,0.9689,0
15193502,35,0,0,0.024,0
15195030,35,174,0,0.9263,0
15201689,35,0,0,0.933866667,0
15204924,35,0,0,0.42528,0
15206766,35,0,0,0.02224,0
15209659,35,0,0,0.88892,0
15215809,35,0,0,0.875833333,0
15216562,35,0,0,0.73304,0
15221389,35,0,0,-0.138181818,0
15224503,35,30,0,0.30996,1
15226071,35,30,0,1.0924,0
15230770,35,0,0,0.601685714,0
15231110,35,0,0,0.93975,0
15236298,35,40,0,1.018769231,0
15237806,35,11,0,0.901657143,0
15244872,35,54,0,0.764738462,0
15245364,35,14,0,0.9366,0
15245851,35,0,0,0.698866667,0
15246172,35,15,0,0.807709091,0
15255027,35,30,0,0.89316,0
15255644,35,23,0,0.83116,0
15256022,35,0,0,0.024,0
15258320,35,0,0,1.06152,0
15267829,35,35,0,0.974047059,0
15273972,35,9,0,0.8285,0
15280316,35,118,0,1.014333333,0
15280473,35,15,0,0.92444,0
15280913,35,0,0,0.4582,0
15286065,35,0,0,0.841114286,0
15288601,35,254,0,0.8674,0
15291312,35,19,0,1.01496,0
15295400,35,15,0,1.040072727,0
15296539,35,40,0,0.571314286,0
15297025,35,33,0,1.009333333,0
15301040,35,21,0,0.986966667,0
15302718,35,0,0,1.025466667,0
15302750,35,82,0,0.629166667,0
15303031,35,0,0,0.378742857,0
15303329,35,19,0,1.031542857,0
15305207,35,175,0,0.45555,0
15305889,35,0,0,0.006533333,0
15307427,35,0,0,0.95372,0
15307496,35,38,0,1.025377778,0
15309802,35,0,0,0.92772,1
15310337,35,0,0,0.018461539,0
15312595,35,167,0,1.039044444,0
15312646,35,89,0,1.02368,0
15317181,35,0,0,0.017142857,0
15320644,35,115,0,1.33652,0
15323542,35,50,0,1.03916,0
15324500,35,53,0,0.6704,0
15325574,35,0,0,0.95944,0
15327839,35,0,0,0.798857143,0
15330424,35,113,0,0.68972,0
15333455,35,267,0,0.735685714,0
15339896,35,104,0,0.50632,0
15344050,35,0,0,0.02464,0
15347913,35,0,0,0.931725,0
15356852,35,0,0,0.014117647,0
15357055,35,0,0,0.751246154,0
15358144,35,75,0,0.9808,0
15366490,35,60,0,0.9602,0
15373428,34,0,0,0.653723077,0
15374161,34,0,0,0.799266667,0
15374953,34,41,0,0.3149,0
15375060,34,0,0,0.351714286,0
15379174,34,0,0,0.0242,0
15381580,34,0,0,0.89024,0
15387229,34,25,0,0.99404,0
15393959,34,286,0,1.0162,0
15399799,34,0,0,-0.005714286,1
15402430,34,324,104,1.284514286,0
15406363,34,0,0,0.450257143,0
15408954,34,0,0,0.39508,0
15410037,34,0,0,0.015275,0
15410371,34,1,0,0.64012,0
15414064,34,149,0,0.6268,0
15414561,34,176,0,0.77948,0
15416640,34,97,0,0.610044444,0
15418106,34,207,0,0.8288,0
15427018,34,0,0,0.542030769,0
15429883,34,14,0,0.9876,0
15431112,34,0,0,0.022,1
15432101,34,0,0,1.03376,0
15432840,34,0,0,0.884733333,0
15432923,34,216,0,0.837426087,0
15435692,34,40,0,1.12244,0
15435939,34,13,0,1.009569231,0
15439846,34,10,0,0.836,0
15444250,34,313,0,0.07996,0
15447957,34,20,0,0.79736,0
15449237,34,108,0,0.018615385,0
15457139,34,0,0,0.21976,0
15459491,34,0,0,0.769825,0
15460293,34,32,0,1.010028571,0
15460696,34,0,0,0.028,1
15466686,34,196,0,0.74268,0
15468051,34,228,0,0.811,0
15469857,34,41,0,0.9458,0
15471142,34,28,0,0.81648,0
15471982,34,19,0,1.010633333,0
15473088,34,34,0,0.849,0
15478683,34,102,0,0.39512,0
15479249,34,6,0,0.9462,0
15480315,34,0,0,1.07228,0
15483297,34,0,0,0.965857143,0
15488626,34,10,0,0.93944,0
15489364,34,93,0,0.83692,0
15491010,34,165,0,0.978314286,0
15493590,34,0,0,0.945085714,0
15493719,34,14,0,0.944466667,0
15494712,34,0,0,0.69996,0
15496727,34,0,0,0.752094118,0
15503747,34,0,0,0.891666667,0
15507829,34,18,0,0.9788,0
15517071,34,0,0,0.023333333,0
15518993,34,0,0,0.906542857,0
15529087,34,0,0,0.04168,0
15532461,34,0,0,0.648053333,0
15534393,34,0,0,0.8886,0
15536992,34,0,0,0.023533333,0
15539431,34,29,0,0.675285714,0
15539559,34,0,0,0.25904,0
15544057,34,76,0,0.851533333,0
15546278,34,30,0,0.95604,0
15546517,34,32,0,0.29092,0
15555781,34,109,0,0.46208,0
15557526,34,0,0,0.39795,0
15559644,34,0,0,0.93192,0
15562433,34,25,0,1.04288,1
15564758,34,0,0,0.800375,1
15570729,34,254,0,0.584955556,0
15572275,34,0,0,0.3705,0
15575471,34,28,0,1.034228571,0
15580403,34,29,0,1.023,0
15585070,34,104,0,0.360633333,0
15585696,34,0,0,0.1887,0
15586410,34,209,0,0.007366667,0
15591141,34,0,0,0.2888,0
15594551,34,230,0,0.874236364,0
15594853,34,0,0,0.879266667,0
15607122,33,40,0,0.82248,0
15607339,33,0,0,0.33696,0
15607466,33,179,0,0.85194,0
15609151,33,56,0,0.861309091,0
15609348,33,94,0,0.1366,0
15609418,33,20,0,1.011325,0
15619496,33,20,0,0.933485714,0
15619541,33,27,0,0.956542857,0
15620161,33,22,0,0.356166667,0
15623423,33,0,0,0.632925,0
15625409,33,0,0,0.76336,0
15627855,33,0,0,0.8452,0
15627945,33,13,0,0.75,0
15633688,33,23,0,0.919454546,0
15634561,33,0,0,0.797415385,0
15637387,33,65,0,0.996828571,0
15645577,33,145,0,0.154327273,0
15653725,33,0,0,-0.214114286,0
15654921,33,69,0,1.027888889,0
15655745,33,79,0,0.61968,0
15660974,33,0,0,-0.04788,0
15666663,33,200,0,0.8242,0
15669768,33,0,0,0.54536,0
15671258,33,0,0,0.68296,0
15673953,33,70,0,0.876581818,1
15674359,33,41,0,1.0313,0
15676788,33,0,0,0.92544,0
15677475,33,98,0,0.927514286,0
15678461,33,0,0,0.021723077,0
15679995,33,201,0,0.9778,0
15687536,33,87,0,0.844777778,0
15689568,33,62,0,0.43464,0
15691951,33,0,0,1.0409,0
15694194,33,0,0,0.783285714,0
15695274,33,116,0,0.62104,0
15696679,33,0,0,0.9538,0
15698092,33,0,0,0.226866667,0
15699237,33,72,0,0.536766667,0
15711892,33,0,0,0.94316,0
15712097,33,0,0,1.09796,0
15716498,33,0,0,0.8614,0
15721955,33,0,0,0.505066667,0
15727126,33,312,0,0.587371429,0
15728278,33,0,0,1.165875,0
15731254,33,0,0,0.7858,0
15732097,33,80,0,-0.28196,0
15733519,33,439,0,0.2412,0
15734906,33,30,0,0.72316,0
15735654,33,29,0,0.871309091,0
15747543,33,76,0,0.012727273,0
15751290,33,74,0,0.379775,0
15752902,33,0,0,0.895661539,0
15761685,33,0,0,0.971514286,0
15764521,33,0,0,0.56316,0
15765633,33,198,0,0.854,0
15766132,33,0,0,0.733622222,1
15768149,33,0,0,0.89056,0
15773236,33,0,0,0.8956,0
15773760,33,0,0,0.681833333,0
15776976,33,8,0,0.878685714,0
15781035,33,13,0,0.99796,0
15782452,33,4,0,0.81948,0
15784610,32,0,0,0.369914286,0
15785620,32,0,0,0.013355556,0
15788390,32,0,0,0.021538462,0
15791191,32,80,0,0.99144,0
15791561,32,3,0,0.749942857,0
15796771,32,44,0,0.936,0
15797702,32,0,0,0.6485,0
15801988,32,0,0,0.515075,0
15802270,32,96,0,0.61664,0
15802974,32,32,0,0.1155,0
15805795,32,20,0,0.9394,0
15805854,32,0,0,0.870525,0
15810011,32,0,0,0.79796,0
15811939,32,0,0,0.91336,1
15815002,32,0,0,0.936914286,0
15817330,32,4,0,0.04436,0
15817703,32,25,0,0.87688,0
15820854,32,0,0,0.028,0
15822846,32,0,0,0.8202,0
15824777,32,0,0,0.733166667,0
15825156,32,0,0,0.023333333,0
15829559,32,61,0,1.060125,0
15829827,32,0,0,0.91516,0
15832926,32,56,0,0.894942857,0
15838207,32,0,0,0.845875,0
15838826,32,199,0,0.637353846,0
15846064,32,0,0,0.579342857,0
15846461,32,71,0,0.9569,0
15846873,32,66,0,0.0878,0
15847772,32,67,0,1.03164,0
15857912,32,0,0,0.902727273,0
15859775,32,0,0,0.013333333,0
15860013,32,0,0,0.9022,0
15865735,32,3,0,0.396533333,0
15866010,32,0,0,0.92826,0
15869688,32,186,0,0.702533333,0
15869713,32,43,0,0.887942857,0
15871743,32,0,0,0.475,1
15874282,32,0,0,0.023333333,1
15875014,32,0,0,0.943,0
15875622,32,40,0,-0.31788,1
15876021,32,9,0,0.505885714,0
15878535,32,0,0,0.023333333,0
15882672,32,60,0,0.935911111,0
15893634,32,220,0,0.753075,1
15895774,32,280,0,0.95456,0
15896317,32,9,0,0.927666667,0
15899883,32,109,0,0.330828571,0
15906235,32,0,0,0.023333333,0
15908906,32,16,0,0.85024,0
15910918,32,0,0,0.822525,0
15921424,32,13,0,0.93816,1
15923042,32,0,0,0.591454546,0
15928497,32,22,0,0.90056,0
15928800,32,5,0,0.9574,0
15935175,32,24,0,1.038125,0
15938223,32,58,0,0.63864,0
15941444,32,78,0,0.462,0
15943317,32,0,0,0.028,0
15944893,32,0,0,0.02496,0
15946810,32,288,0,1.028,0
15950281,32,0,0,0.85248,0
15954161,32,0,0,0.94968,0
15955815,32,43,0,0.353,0
15956554,32,26,0,0.867542857,0
15958606,32,0,0,0.8383,0
15959055,32,0,0,0.6338,0
15964104,31,31,0,0.18315,0
15967525,31,0,0,-0.039371429,0
15969998,31,0,0,0.1224,0
15982001,31,0,0,0.38528,0
15994863,31,86,0,0.24936,1
15997246,31,0,0,0.265711111,0
15997618,31,199,0,0.686333333,0
15998149,31,32,0,0.896425,0
15998238,31,207,0,0.59764,0
15998586,31,8,0,0.512542857,0
15999438,31,0,0,0.8732,0
16001446,31,158,0,1.29836,0
16003690,31,26,0,0.92996,0
16008158,31,33,0,0.965371429,0
16016277,31,58,0,0.58348,0
16017471,31,45,0,1.02424,0
16018133,31,0,0,0.879833333,0
16023489,31,166,0,0.176514286,0
16023725,31,0,0,0.6186,0
16048276,31,0,0,0.48784,0
16050560,31,0,0,0.028,0
16051093,31,145,0,0.551466667,0
16072075,31,0,0,0.79004,0
16075596,31,7,0,0.8742,0
16079519,31,65,0,1.042766667,0
16082767,31,26,0,1.0582,0
16084217,31,47,0,0.854109091,0
16088912,31,-176,0,-0.514825,0
16090575,31,84,0,1.0272,0
