DebtDimId,Months_On_Book,Net_Purchases_During_Cycle,Net_Cash_Advances_During_Cycle,Utility,Closed
9086257,68,39,0,0.991875,0
9094699,68,0,0,0.924506667,0
9094814,68,0,0,0.5683,0
9106620,68,83,0,0.8007,0
9109379,68,0,0,0.593233333,0
9115470,68,29,0,0.099828571,0
9116717,68,-21,0,0.355333333,0
9133739,68,0,0,0.831742857,0
9139354,68,5,0,0.966023529,0
9139744,68,0,0,0.935728,0
9140508,68,65,0,0.741725,0
9142354,68,0,0,0.86952,0
9163236,68,0,0,0.794092308,0
9166154,68,0,0,0.990076191,0
9166918,68,8,0,0.999114286,0
9170952,68,0,0,0.3252,0
9174220,68,66,0,0.837616667,0
9189897,68,25,0,0.91608,0
9191502,68,0,0,0.913221053,0
9203240,67,31,0,0.124966667,0
9207702,67,0,0,0.02416,0
9216118,67,27,0,0.866,1
9218620,67,10,0,0.719166667,0
9221645,67,22,0,0.663542857,0
9226844,67,0,0,0.201090909,0
9235062,67,282,0,0.965775,0
9237205,67,22,0,0.700033333,0
9250942,67,0,0,0.43564,0
9253517,67,0,0,0.762,0
9261325,67,43,0,0.8146,0
9264810,67,40,0,0.807966667,0
9281916,67,0,0,0.015,0
9285593,67,0,0,0.72736,0
9292666,67,0,0,0.534325,0
9295003,67,0,0,0.9494,0
9296088,67,100,0,0.999866667,0
9304492,67,14,0,1.021657143,0
9321990,67,16,0,1.02572,0
9322350,67,9,0,0.913493333,0
9331969,67,0,0,0.941777778,0
9352471,66,0,0,0.158266667,0
9378006,66,0,0,0.31888,0
9385549,66,172,0,0.71172,0
9392278,66,7,0,0.991504762,0
9393776,66,0,0,-0.01,0
9397733,66,0,0,0.79932,0
9407744,66,0,0,0.013333333,0
9411434,66,208,0,1.03492,0
9411917,66,0,0,0.03625,0
9413358,66,75,0,0.882483333,0
9442477,66,103,0,0.929890909,0
9444566,66,321,0,0.628861539,0
9476254,66,54,0,1.02392,0
9477120,66,0,0,0.883015385,0
9477235,66,0,0,0.83972,0
9503560,66,62,0,1.050542857,0
9503825,66,0,0,0.02,0
9511426,66,18,0,0.918857143,0
9511995,66,20,0,0.95848,0
9515721,66,93,0,0.720884849,0
9517392,65,80,0,0.068266667,0
9533270,65,30,0,0.472977778,0
9537180,65,0,0,0.75404,0
9539573,65,202,0,0.525025,0
9581501,65,30,0,0.959025,0
9585019,65,0,0,0.53308,0
