"","Bad","Behavior_Score_Bins","Good_Customer_Score_Bins","Quarterly_Fico_Score_Bins","Credit_Limit","Utility_Bins","Opening_Balance_Bins","Ending_Balance_Bins","Net_Purchases_During_Cycle","Net_Payments_During_Cycle","Months_On_Book"
"1","0","[670, Inf)","[820, Inf)","[-Inf,550)",350,"[0,0.5)","[141,228)","[-Inf,131)",0,141,98
"2","0","[600,670)","[-Inf,700)","[-Inf,550)",450,"[1, Inf)","[347, Inf)","[299, Inf)",81,160,86
"5","0","[670, Inf)","[700,750)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",74,50,164
"6","0","[670, Inf)","[700,750)","[650, Inf)",450,"[0.5,1)","[228,347)","[299, Inf)",67,40,161
"7","0","[600,670)","[750,820)","[-Inf,550)",650,"[0.5,1)","[347, Inf)","[299, Inf)",99,100,161
"8","0","[670, Inf)","[820, Inf)","[650, Inf)",850,"[0,0.5)","[-Inf,141)","[-Inf,131)",29,30,157
"10","0","[600,670)","[-Inf,700)","[550,642)",350,"[1, Inf)","[347, Inf)","[299, Inf)",14,23,93
"12","0","[670, Inf)","[820, Inf)","[650, Inf)",825,"[0,0.5)","[228,347)","[131,242)",19,100,154
"15","0","[670, Inf)","[700,750)","[-Inf,550)",800,"[0.5,1)","[347, Inf)","[299, Inf)",301,50,101
"17","0","[670, Inf)","[700,750)","[-Inf,550)",450,"[0.5,1)","[347, Inf)","[299, Inf)",0,20,98
"18","0","[600,670)","[700,750)","[642,650)",300,"[0.5,1)","[228,347)","[242,299)",0,20,87
"21","0","[670, Inf)","[700,750)","[550,642)",975,"[0.5,1)","[347, Inf)","[299, Inf)",0,26,123
"22","0","[600,670)","[700,750)","[-Inf,550)",800,"[0.5,1)","[347, Inf)","[299, Inf)",0,62,149
"23","0","[670, Inf)","[820, Inf)","[550,642)",500,"[0.5,1)","[347, Inf)","[299, Inf)",0,110,150
"24","0","[600,670)","[-Inf,700)","[-Inf,550)",950,"[1, Inf)","[347, Inf)","[299, Inf)",0,50,144
"25","0","[670, Inf)","[750,820)","[650, Inf)",250,"[0.5,1)","[141,228)","[131,242)",22,80,84
"27","0","[600,670)","[700,750)","[550,642)",550,"[0.5,1)","[347, Inf)","[299, Inf)",114,100,140
"29","0","[670, Inf)","[820, Inf)","[650, Inf)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,6,138
"30","0","[670, Inf)","[700,750)","[650, Inf)",800,"[0.5,1)","[228,347)","[299, Inf)",369,60,140
"32","0","[670, Inf)","[820, Inf)","[650, Inf)",450,"[0,0.5)","[228,347)","[-Inf,131)",94,294,139
"34","0","[670, Inf)","[750,820)","[-Inf,550)",450,"[0.5,1)","[228,347)","[299, Inf)",30,30,137
"35","0","[670, Inf)","[820, Inf)","[650, Inf)",300,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,0,87
"38","0","[670, Inf)","[750,820)","[642,650)",250,"[0.5,1)","[141,228)","[131,242)",0,30,85
"39","0","[670, Inf)","[750,820)","[650, Inf)",350,"[0.5,1)","[228,347)","[299, Inf)",0,30,135
"40","0","[670, Inf)","[820, Inf)","[-Inf,550)",700,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,25,123
"41","0","[600,670)","[820, Inf)","[650, Inf)",450,"[0,0.5)","[-Inf,141)","[131,242)",268,164,103
"43","0","[670, Inf)","[820, Inf)","[550,642)",700,"[0,0.5)","[141,228)","[-Inf,131)",0,85,110
"44","0","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",0,20,89
"46","1","[600,670)","[-Inf,700)","[642,650)",450,"[0.5,1)","[347, Inf)","[299, Inf)",0,20,133
"49","0","[670, Inf)","[700,750)","[550,642)",1100,"[1, Inf)","[347, Inf)","[299, Inf)",56,80,97
"51","0","[600,670)","[-Inf,700)","[550,642)",250,"[1, Inf)","[141,228)","[242,299)",34,20,132
"52","0","[670, Inf)","[820, Inf)","[650, Inf)",300,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,12,90
"54","0","[600,670)","[750,820)","[550,642)",550,"[0.5,1)","[-Inf,141)","[299, Inf)",402,134,131
"55","0","[670, Inf)","[700,750)","[550,642)",550,"[0.5,1)","[347, Inf)","[299, Inf)",23,50,131
"56","0","[670, Inf)","[750,820)","[650, Inf)",1500,"[0.5,1)","[347, Inf)","[299, Inf)",0,25,131
"62","0","[670, Inf)","[750,820)","[650, Inf)",1150,"[0.5,1)","[228,347)","[299, Inf)",719,50,128
"66","0","[670, Inf)","[820, Inf)","[650, Inf)",400,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,55,95
"67","0","[670, Inf)","[700,750)","[642,650)",1000,"[0.5,1)","[347, Inf)","[299, Inf)",0,35,126
"68","0","[670, Inf)","[750,820)","[650, Inf)",950,"[0.5,1)","[347, Inf)","[299, Inf)",0,130,126
"69","0","[600,670)","[750,820)","[650, Inf)",350,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,0,112
"73","0","[670, Inf)","[750,820)","[-Inf,550)",850,"[0.5,1)","[347, Inf)","[299, Inf)",0,100,125
"75","0","[670, Inf)","[820, Inf)","[650, Inf)",700,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,0,96
"79","0","[670, Inf)","[820, Inf)","[642,650)",350,"[0.5,1)","[228,347)","[131,242)",12,75,119
"81","0","[670, Inf)","[820, Inf)","[650, Inf)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,25,119
"82","0","[670, Inf)","[820, Inf)","[642,650)",1000,"[0,0.5)","[347, Inf)","[-Inf,131)",0,985,124
"83","0","[670, Inf)","[820, Inf)","[650, Inf)",400,"[0,0.5)","[141,228)","[131,242)",0,50,124
"84","0","[670, Inf)","[750,820)","[650, Inf)",350,"[0.5,1)","[228,347)","[242,299)",136,120,104
"85","0","[600,670)","[750,820)","[550,642)",350,"[0.5,1)","[347, Inf)","[242,299)",0,100,113
"87","0","[670, Inf)","[820, Inf)","[550,642)",750,"[0,0.5)","[-Inf,141)","[-Inf,131)",19,125,123
"92","0","[670, Inf)","[750,820)","[-Inf,550)",800,"[0.5,1)","[347, Inf)","[299, Inf)",0,21,122
"93","0","[670, Inf)","[820, Inf)","[550,642)",700,"[0.5,1)","[347, Inf)","[299, Inf)",54,50,122
"94","0","[600,670)","[700,750)","[650, Inf)",500,"[0.5,1)","[347, Inf)","[299, Inf)",58,40,90
"97","0","[600,670)","[700,750)","[550,642)",350,"[0.5,1)","[347, Inf)","[299, Inf)",0,20,100
"100","0","[600,670)","[700,750)","[550,642)",450,"[0.5,1)","[347, Inf)","[299, Inf)",0,76,121
"101","0","[600,670)","[820, Inf)","[-Inf,550)",400,"[0.5,1)","[-Inf,141)","[242,299)",244,10,119
"103","0","[600,670)","[700,750)","[650, Inf)",450,"[0.5,1)","[347, Inf)","[299, Inf)",5,50,121
"104","0","[670, Inf)","[820, Inf)","[650, Inf)",450,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,25,120
"105","0","[670, Inf)","[820, Inf)","[650, Inf)",700,"[0.5,1)","[347, Inf)","[299, Inf)",27,100,120
"106","0","[600,670)","[700,750)","[-Inf,550)",400,"[1, Inf)","[347, Inf)","[299, Inf)",22,55,120
"107","0","[670, Inf)","[820, Inf)","[650, Inf)",550,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,92,120
"110","0","[600,670)","[820, Inf)","[-Inf,550)",250,"[0,0.5)","[141,228)","[-Inf,131)",0,120,106
"111","0","[670, Inf)","[750,820)","[550,642)",300,"[0.5,1)","[228,347)","[131,242)",60,170,119
"112","0","[670, Inf)","[750,820)","[550,642)",500,"[0.5,1)","[228,347)","[299, Inf)",100,26,119
"114","0","[670, Inf)","[700,750)","[650, Inf)",500,"[0.5,1)","[347, Inf)","[299, Inf)",62,40,119
"119","0","[670, Inf)","[820, Inf)","[650, Inf)",800,"[0,0.5)","[-Inf,141)","[131,242)",137,0,119
"120","0","[670, Inf)","[700,750)","[650, Inf)",350,"[0.5,1)","[228,347)","[299, Inf)",31,40,118
"122","0","[670, Inf)","[820, Inf)","[550,642)",550,"[0.5,1)","[228,347)","[242,299)",0,30,118
"123","0","[600,670)","[820, Inf)","[550,642)",300,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,6,118
"124","0","[670, Inf)","[750,820)","[-Inf,550)",600,"[0.5,1)","[347, Inf)","[299, Inf)",0,50,94
"126","0","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[141,228)","[131,242)",9,20,118
"127","0","[600,670)","[700,750)","[550,642)",450,"[0.5,1)","[347, Inf)","[299, Inf)",27,20,118
"129","0","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",4,20,90
"132","0","[600,670)","[700,750)","[-Inf,550)",350,"[0.5,1)","[228,347)","[299, Inf)",11,30,84
"134","1","[600,670)","[700,750)","[550,642)",750,"[0.5,1)","[347, Inf)","[299, Inf)",0,50,116
"139","0","[670, Inf)","[820, Inf)","[650, Inf)",675,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,29,96
"141","0","[670, Inf)","[700,750)","[650, Inf)",650,"[1, Inf)","[141,228)","[299, Inf)",570,75,115
"142","0","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[141,228)","[131,242)",24,20,89
"143","0","[600,670)","[700,750)","[550,642)",450,"[0.5,1)","[347, Inf)","[299, Inf)",0,20,114
"144","1","[600,670)","[700,750)","[-Inf,550)",450,"[0.5,1)","[347, Inf)","[299, Inf)",0,50,114
"148","0","[600,670)","[750,820)","[550,642)",450,"[1, Inf)","[347, Inf)","[299, Inf)",69,50,114
"149","0","[670, Inf)","[820, Inf)","[650, Inf)",500,"[0,0.5)","[-Inf,141)","[131,242)",74,25,113
"150","0","[600,670)","[750,820)","[650, Inf)",400,"[0.5,1)","[347, Inf)","[242,299)",0,90,109
"151","0","[600,670)","[-Inf,700)","[650, Inf)",400,"[1, Inf)","[228,347)","[299, Inf)",89,30,96
"152","0","[670, Inf)","[750,820)","[-Inf,550)",500,"[0.5,1)","[228,347)","[242,299)",43,100,112
"154","0","[670, Inf)","[820, Inf)","[650, Inf)",450,"[0,0.5)","[-Inf,141)","[-Inf,131)",216,175,112
"155","0","[670, Inf)","[700,750)","[550,642)",700,"[0.5,1)","[347, Inf)","[299, Inf)",10,30,111
"156","0","[670, Inf)","[820, Inf)","[650, Inf)",450,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,5,111
"159","0","[600,670)","[820, Inf)","[650, Inf)",450,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,0,111
"160","1","[670, Inf)","[700,750)","[550,642)",350,"[0.5,1)","[141,228)","[242,299)",407,350,111
"161","0","[670, Inf)","[820, Inf)","[650, Inf)",700,"[0,0.5)","[-Inf,141)","[131,242)",170,125,110
"164","0","[670, Inf)","[820, Inf)","[650, Inf)",450,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,5,110
"170","0","[670, Inf)","[750,820)","[642,650)",450,"[0.5,1)","[228,347)","[299, Inf)",0,61,109
"171","0","[670, Inf)","[820, Inf)","[642,650)",450,"[0,0.5)","[228,347)","[-Inf,131)",62,228,109
"172","0","[600,670)","[700,750)","[-Inf,550)",350,"[0.5,1)","[347, Inf)","[242,299)",0,150,109
"176","0","[670, Inf)","[820, Inf)","[650, Inf)",350,"[0.5,1)","[228,347)","[131,242)",0,25,107
"178","0","[670, Inf)","[820, Inf)","[650, Inf)",400,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,6,107
"179","0","[670, Inf)","[820, Inf)","[550,642)",350,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,20,106
"180","0","[670, Inf)","[750,820)","[650, Inf)",350,"[0.5,1)","[228,347)","[299, Inf)",23,35,97
"182","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",0,60,106
"183","0","[600,670)","[700,750)","[550,642)",400,"[0.5,1)","[347, Inf)","[299, Inf)",18,25,106
"184","0","[670, Inf)","[700,750)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",0,30,106
"185","0","[600,670)","[820, Inf)","[650, Inf)",350,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,19,105
"186","0","[670, Inf)","[750,820)","[-Inf,550)",550,"[0,0.5)","[141,228)","[-Inf,131)",0,80,105
"189","0","[670, Inf)","[750,820)","[650, Inf)",350,"[0.5,1)","[228,347)","[242,299)",10,50,94
"190","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",10,30,104
"195","0","[670, Inf)","[820, Inf)","[-Inf,550)",550,"[0,0.5)","[141,228)","[-Inf,131)",0,105,104
"197","0","[670, Inf)","[750,820)","[550,642)",350,"[0.5,1)","[228,347)","[242,299)",20,51,103
"198","0","[670, Inf)","[820, Inf)","[650, Inf)",400,"[0,0.5)","[228,347)","[-Inf,131)",79,374,103
"199","0","[670, Inf)","[820, Inf)","[650, Inf)",400,"[0.5,1)","[-Inf,141)","[131,242)",225,130,103
"201","0","[600,670)","[-Inf,700)","[550,642)",750,"[1, Inf)","[347, Inf)","[299, Inf)",0,40,103
"203","0","[670, Inf)","[700,750)","[550,642)",550,"[0.5,1)","[347, Inf)","[299, Inf)",27,50,103
"205","0","[600,670)","[-Inf,700)","[550,642)",400,"[0.5,1)","[347, Inf)","[299, Inf)",19,85,102
"207","0","[600,670)","[700,750)","[-Inf,550)",400,"[0.5,1)","[347, Inf)","[299, Inf)",0,40,102
"210","0","[600,670)","[700,750)","[650, Inf)",950,"[0.5,1)","[347, Inf)","[299, Inf)",0,102,101
"211","0","[600,670)","[700,750)","[650, Inf)",350,"[1, Inf)","[228,347)","[299, Inf)",0,40,102
"213","0","[600,670)","[750,820)","[650, Inf)",500,"[0,0.5)","[-Inf,141)","[-Inf,131)",25,10,102
"215","0","[670, Inf)","[750,820)","[650, Inf)",400,"[0.5,1)","[347, Inf)","[242,299)",50,155,101
"217","0","[670, Inf)","[820, Inf)","[550,642)",375,"[0.5,1)","[228,347)","[299, Inf)",0,20,90
"218","0","[670, Inf)","[700,750)","[650, Inf)",500,"[0.5,1)","[347, Inf)","[299, Inf)",18,25,101
"219","0","[670, Inf)","[820, Inf)","[650, Inf)",400,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,18,101
"220","0","[600,670)","[700,750)","[650, Inf)",350,"[0.5,1)","[228,347)","[299, Inf)",0,20,98
"221","0","[670, Inf)","[750,820)","[650, Inf)",500,"[0.5,1)","[347, Inf)","[299, Inf)",0,50,101
"222","0","[670, Inf)","[700,750)","[650, Inf)",300,"[1, Inf)","[141,228)","[299, Inf)",184,50,101
"223","0","[600,670)","[700,750)","[650, Inf)",600,"[1, Inf)","[347, Inf)","[299, Inf)",37,35,101
"224","1","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",17,20,96
"225","0","[670, Inf)","[700,750)","[550,642)",1000,"[0.5,1)","[347, Inf)","[299, Inf)",155,200,101
"228","0","[670, Inf)","[750,820)","[650, Inf)",400,"[0.5,1)","[228,347)","[299, Inf)",128,30,100
"229","0","[600,670)","[700,750)","[550,642)",300,"[1, Inf)","[228,347)","[299, Inf)",36,24,100
"231","0","[670, Inf)","[820, Inf)","[650, Inf)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,0,100
"233","0","[670, Inf)","[700,750)","[550,642)",450,"[0.5,1)","[347, Inf)","[299, Inf)",31,65,100
"235","0","[600,670)","[700,750)","[550,642)",500,"[0.5,1)","[347, Inf)","[299, Inf)",10,25,99
"236","0","[600,670)","[700,750)","[-Inf,550)",400,"[1, Inf)","[347, Inf)","[299, Inf)",0,28,100
"238","0","[670, Inf)","[820, Inf)","[550,642)",450,"[0,0.5)","[-Inf,141)","[131,242)",111,75,100
"239","0","[670, Inf)","[700,750)","[650, Inf)",300,"[0.5,1)","[228,347)","[131,242)",47,50,99
"240","0","[670, Inf)","[750,820)","[650, Inf)",250,"[0.5,1)","[141,228)","[131,242)",70,50,98
"241","0","[600,670)","[700,750)","[-Inf,550)",300,"[0.5,1)","[-Inf,141)","[242,299)",216,25,99
"242","0","[670, Inf)","[700,750)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",0,20,83
"245","0","[670, Inf)","[700,750)","[-Inf,550)",550,"[0.5,1)","[347, Inf)","[299, Inf)",30,50,99
"246","0","[600,670)","[750,820)","[550,642)",300,"[0.5,1)","[228,347)","[242,299)",0,75,97
"248","0","[600,670)","[-Inf,700)","[550,642)",1100,"[0.5,1)","[347, Inf)","[299, Inf)",3,35,99
"250","0","[670, Inf)","[820, Inf)","[550,642)",350,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,25,99
"252","0","[600,670)","[700,750)","[550,642)",475,"[0.5,1)","[347, Inf)","[299, Inf)",21,20,99
"255","0","[670, Inf)","[820, Inf)","[650, Inf)",400,"[0.5,1)","[228,347)","[242,299)",-53,60,99
"256","0","[600,670)","[700,750)","[550,642)",400,"[1, Inf)","[347, Inf)","[299, Inf)",30,40,99
"257","0","[670, Inf)","[820, Inf)","[650, Inf)",300,"[0,0.5)","[-Inf,141)","[-Inf,131)",30,72,99
"258","0","[600,670)","[700,750)","[-Inf,550)",400,"[0.5,1)","[347, Inf)","[299, Inf)",0,30,98
"259","0","[670, Inf)","[820, Inf)","[-Inf,550)",250,"[0,0.5)","[141,228)","[-Inf,131)",0,210,88
"260","0","[600,670)","[820, Inf)","[550,642)",350,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,89,98
"263","0","[670, Inf)","[700,750)","[650, Inf)",675,"[0.5,1)","[347, Inf)","[299, Inf)",0,30,98
"267","0","[670, Inf)","[820, Inf)","[650, Inf)",600,"[0,0.5)","[347, Inf)","[242,299)",0,100,98
"268","0","[670, Inf)","[750,820)","[650, Inf)",400,"[0.5,1)","[228,347)","[242,299)",0,20,98
"269","0","[670, Inf)","[700,750)","[650, Inf)",400,"[0.5,1)","[228,347)","[299, Inf)",106,47,98
"270","1","[670, Inf)","[820, Inf)","[-Inf,550)",250,"[0,0.5)","[141,228)","[-Inf,131)",13,100,98
"272","0","[670, Inf)","[750,820)","[650, Inf)",750,"[0.5,1)","[347, Inf)","[299, Inf)",106,100,88
"277","0","[670, Inf)","[750,820)","[550,642)",450,"[0.5,1)","[347, Inf)","[299, Inf)",0,30,97
"278","0","[670, Inf)","[820, Inf)","[550,642)",450,"[0.5,1)","[228,347)","[131,242)",49,60,97
"279","0","[670, Inf)","[700,750)","[650, Inf)",450,"[0.5,1)","[228,347)","[299, Inf)",0,20,97
"280","0","[670, Inf)","[750,820)","[650, Inf)",400,"[0,0.5)","[-Inf,141)","[-Inf,131)",45,50,97
"282","0","[600,670)","[750,820)","[-Inf,550)",250,"[0.5,1)","[141,228)","[131,242)",106,96,89
"285","0","[600,670)","[-Inf,700)","[650, Inf)",350,"[1, Inf)","[228,347)","[299, Inf)",20,29,96
"286","0","[670, Inf)","[820, Inf)","[550,642)",400,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,77,96
"290","0","[600,670)","[700,750)","[550,642)",425,"[0.5,1)","[347, Inf)","[299, Inf)",7,100,96
"292","0","[670, Inf)","[700,750)","[642,650)",350,"[0.5,1)","[228,347)","[299, Inf)",92,50,95
"294","0","[600,670)","[700,750)","[-Inf,550)",300,"[0.5,1)","[228,347)","[242,299)",0,100,83
"295","0","[600,670)","[700,750)","[650, Inf)",450,"[0.5,1)","[347, Inf)","[299, Inf)",18,50,96
"297","0","[670, Inf)","[700,750)","[650, Inf)",1125,"[0.5,1)","[347, Inf)","[299, Inf)",85,76,95
"299","0","[600,670)","[700,750)","[550,642)",375,"[0.5,1)","[228,347)","[299, Inf)",26,20,95
"300","0","[670, Inf)","[700,750)","[550,642)",300,"[0.5,1)","[141,228)","[131,242)",147,150,95
"302","0","[670, Inf)","[700,750)","[-Inf,550)",1000,"[0.5,1)","[347, Inf)","[299, Inf)",44,50,95
"303","0","[600,670)","[750,820)","[-Inf,550)",350,"[0.5,1)","[228,347)","[242,299)",276,343,95
"304","0","[600,670)","[750,820)","[550,642)",625,"[0.5,1)","[347, Inf)","[299, Inf)",0,60,95
"305","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[228,347)","[242,299)",26,25,95
"306","0","[670, Inf)","[820, Inf)","[650, Inf)",600,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,29,95
"309","0","[670, Inf)","[700,750)","[550,642)",450,"[0.5,1)","[228,347)","[299, Inf)",44,40,95
"311","0","[670, Inf)","[700,750)","[650, Inf)",250,"[0.5,1)","[141,228)","[131,242)",40,100,94
"313","0","[600,670)","[750,820)","[550,642)",425,"[0.5,1)","[347, Inf)","[299, Inf)",0,100,94
"317","1","[600,670)","[-Inf,700)","[-Inf,550)",700,"[0.5,1)","[347, Inf)","[299, Inf)",0,21,94
"319","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",0,28,94
"322","0","[670, Inf)","[820, Inf)","[650, Inf)",450,"[0,0.5)","[141,228)","[131,242)",99,60,93
"323","0","[670, Inf)","[750,820)","[650, Inf)",350,"[0,0.5)","[-Inf,141)","[-Inf,131)",8,79,94
"331","0","[670, Inf)","[700,750)","[650, Inf)",400,"[0.5,1)","[228,347)","[131,242)",0,100,93
"333","0","[600,670)","[820, Inf)","[-Inf,550)",750,"[0,0.5)","[347, Inf)","[299, Inf)",0,128,93
"334","0","[670, Inf)","[750,820)","[650, Inf)",350,"[0.5,1)","[228,347)","[242,299)",57,30,93
"338","0","[670, Inf)","[750,820)","[-Inf,550)",650,"[0.5,1)","[347, Inf)","[299, Inf)",0,40,93
"340","0","[670, Inf)","[700,750)","[650, Inf)",350,"[0.5,1)","[228,347)","[299, Inf)",42,25,93
"341","0","[670, Inf)","[820, Inf)","[650, Inf)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,103,93
"343","0","[670, Inf)","[750,820)","[650, Inf)",300,"[0.5,1)","[141,228)","[131,242)",36,20,92
"344","0","[670, Inf)","[820, Inf)","[550,642)",600,"[0,0.5)","[347, Inf)","[-Inf,131)",73,350,92
"347","0","[670, Inf)","[700,750)","[550,642)",400,"[0.5,1)","[347, Inf)","[299, Inf)",10,51,92
"348","0","[670, Inf)","[820, Inf)","[-Inf,550)",300,"[0.5,1)","[141,228)","[131,242)",8,20,92
"349","1","[670, Inf)","[820, Inf)","[-Inf,550)",600,"[0,0.5)","[347, Inf)","[242,299)",0,300,92
"351","0","[600,670)","[700,750)","[550,642)",450,"[0.5,1)","[347, Inf)","[299, Inf)",1,20,92
"352","0","[670, Inf)","[820, Inf)","[650, Inf)",500,"[0,0.5)","[-Inf,141)","[131,242)",210,0,92
"353","0","[600,670)","[820, Inf)","[550,642)",500,"[0,0.5)","[347, Inf)","[-Inf,131)",0,362,92
"356","0","[670, Inf)","[820, Inf)","[550,642)",300,"[0,0.5)","[141,228)","[-Inf,131)",0,35,92
"357","0","[670, Inf)","[820, Inf)","[550,642)",450,"[0,0.5)","[141,228)","[-Inf,131)",12,150,92
"359","0","[600,670)","[700,750)","[650, Inf)",450,"[0.5,1)","[347, Inf)","[299, Inf)",0,20,92
"363","0","[600,670)","[750,820)","[-Inf,550)",450,"[0.5,1)","[347, Inf)","[242,299)",40,200,91
"365","0","[600,670)","[750,820)","[550,642)",400,"[0.5,1)","[347, Inf)","[299, Inf)",0,100,91
"366","0","[600,670)","[-Inf,700)","[650, Inf)",1000,"[1, Inf)","[347, Inf)","[299, Inf)",0,40,91
"367","0","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",0,62,91
"369","0","[670, Inf)","[750,820)","[650, Inf)",450,"[0.5,1)","[228,347)","[299, Inf)",0,20,91
"371","0","[600,670)","[700,750)","[550,642)",600,"[0.5,1)","[347, Inf)","[299, Inf)",0,20,90
"373","0","[670, Inf)","[700,750)","[650, Inf)",1075,"[0.5,1)","[347, Inf)","[299, Inf)",150,40,90
"375","0","[670, Inf)","[750,820)","[642,650)",400,"[0.5,1)","[228,347)","[131,242)",0,75,90
"376","0","[600,670)","[750,820)","[-Inf,550)",450,"[0.5,1)","[347, Inf)","[242,299)",0,211,90
"377","0","[670, Inf)","[820, Inf)","[650, Inf)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",49,7,90
"378","0","[600,670)","[700,750)","[550,642)",400,"[0.5,1)","[347, Inf)","[299, Inf)",0,20,90
"379","0","[670, Inf)","[820, Inf)","[550,642)",675,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,6,90
"380","0","[670, Inf)","[820, Inf)","[550,642)",400,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,6,90
"381","0","[600,670)","[750,820)","[642,650)",250,"[0.5,1)","[141,228)","[131,242)",0,20,89
"382","0","[670, Inf)","[820, Inf)","[650, Inf)",400,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,13,89
"384","0","[600,670)","[700,750)","[650, Inf)",1025,"[0.5,1)","[347, Inf)","[299, Inf)",0,31,89
"386","0","[670, Inf)","[820, Inf)","[550,642)",400,"[0,0.5)","[141,228)","[131,242)",0,25,89
"392","0","[670, Inf)","[820, Inf)","[550,642)",500,"[0,0.5)","[-Inf,141)","[-Inf,131)",223,206,89
"393","0","[670, Inf)","[820, Inf)","[-Inf,550)",350,"[0,0.5)","[141,228)","[131,242)",0,50,88
"394","0","[670, Inf)","[820, Inf)","[650, Inf)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",28,3,88
"397","0","[600,670)","[820, Inf)","[650, Inf)",450,"[0.5,1)","[347, Inf)","[299, Inf)",0,20,88
"398","0","[670, Inf)","[750,820)","[642,650)",450,"[0,0.5)","[228,347)","[131,242)",14,66,88
"400","0","[670, Inf)","[820, Inf)","[650, Inf)",300,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,6,88
"401","0","[670, Inf)","[750,820)","[550,642)",700,"[0.5,1)","[347, Inf)","[299, Inf)",74,50,88
"402","0","[670, Inf)","[820, Inf)","[650, Inf)",300,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,0,88
"403","0","[600,670)","[750,820)","[650, Inf)",300,"[0.5,1)","[141,228)","[131,242)",37,20,88
"404","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",231,154,88
"405","0","[670, Inf)","[820, Inf)","[650, Inf)",250,"[0.5,1)","[141,228)","[131,242)",82,100,88
"406","0","[670, Inf)","[700,750)","[650, Inf)",450,"[0.5,1)","[347, Inf)","[299, Inf)",0,20,88
"407","0","[670, Inf)","[750,820)","[650, Inf)",300,"[0.5,1)","[228,347)","[131,242)",0,30,88
"408","0","[600,670)","[750,820)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",116,130,88
"409","0","[600,670)","[700,750)","[-Inf,550)",250,"[1, Inf)","[228,347)","[242,299)",12,33,88
"410","0","[600,670)","[700,750)","[650, Inf)",400,"[0.5,1)","[347, Inf)","[299, Inf)",0,20,88
"412","0","[600,670)","[700,750)","[550,642)",400,"[0.5,1)","[347, Inf)","[299, Inf)",0,20,88
"417","0","[670, Inf)","[820, Inf)","[550,642)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,50,87
"418","0","[600,670)","[700,750)","[-Inf,550)",300,"[0.5,1)","[228,347)","[242,299)",0,25,83
"419","0","[600,670)","[700,750)","[-Inf,550)",700,"[0.5,1)","[347, Inf)","[299, Inf)",0,21,87
"420","0","[670, Inf)","[820, Inf)","[650, Inf)",850,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,50,87
"422","0","[670, Inf)","[750,820)","[650, Inf)",525,"[0.5,1)","[347, Inf)","[299, Inf)",33,40,87
