"","Bad","Behavior_Score_Bins","Good_Customer_Score_Bins","Quarterly_Fico_Score_Bins","Credit_Limit","Utility_Bins","Opening_Balance_Bins","Ending_Balance_Bins","Net_Purchases_During_Cycle","Net_Payments_During_Cycle","Months_On_Book"
"892","0","[600,670)","[-Inf,700)","[-Inf,550)",300,"[1, Inf)","[228,347)","[299, Inf)",164,140,59
"893","1","[600,670)","[750,820)","[650, Inf)",475,"[0.5,1)","[347, Inf)","[299, Inf)",0,25,59
"894","0","[670, Inf)","[750,820)","[650, Inf)",350,"[0.5,1)","[228,347)","[242,299)",26,35,59
"895","0","[600,670)","[700,750)","[550,642)",350,"[0.5,1)","[228,347)","[299, Inf)",43,20,59
"897","0","[670, Inf)","[700,750)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",52,50,59
"900","0","[600,670)","[-Inf,700)","[550,642)",250,"[1, Inf)","[228,347)","[242,299)",45,31,59
"903","0","[670, Inf)","[750,820)","[-Inf,550)",375,"[0.5,1)","[228,347)","[242,299)",33,50,59
"905","0","[600,670)","[700,750)","[-Inf,550)",400,"[0.5,1)","[347, Inf)","[299, Inf)",6,40,59
"906","0","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",0,75,59
"907","0","[670, Inf)","[700,750)","[-Inf,550)",350,"[0.5,1)","[347, Inf)","[299, Inf)",0,50,59
"908","0","[670, Inf)","[820, Inf)","[650, Inf)",300,"[1, Inf)","[228,347)","[299, Inf)",299,300,59
"911","0","[600,670)","[820, Inf)","[550,642)",250,"[0.5,1)","[-Inf,141)","[131,242)",75,20,59
"912","0","[670, Inf)","[820, Inf)","[550,642)",450,"[0.5,1)","[347, Inf)","[299, Inf)",0,20,59
"913","0","[600,670)","[700,750)","[550,642)",375,"[0.5,1)","[347, Inf)","[299, Inf)",0,25,59
"914","0","[670, Inf)","[820, Inf)","[550,642)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,6,59
"915","0","[600,670)","[700,750)","[-Inf,550)",750,"[0.5,1)","[347, Inf)","[299, Inf)",80,20,58
"919","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",0,35,58
"924","0","[670, Inf)","[820, Inf)","[650, Inf)",850,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,25,58
"926","0","[670, Inf)","[700,750)","[650, Inf)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",130,100,58
"927","1","[600,670)","[700,750)","[650, Inf)",350,"[0.5,1)","[347, Inf)","[299, Inf)",0,88,58
"928","0","[670, Inf)","[700,750)","[550,642)",875,"[0.5,1)","[347, Inf)","[299, Inf)",149,100,58
"929","0","[670, Inf)","[820, Inf)","[650, Inf)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,6,58
"930","0","[600,670)","[700,750)","[550,642)",250,"[1, Inf)","[228,347)","[242,299)",59,65,58
"932","0","[600,670)","[820, Inf)","[650, Inf)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,30,58
"933","0","[600,670)","[-Inf,700)","[-Inf,550)",250,"[1, Inf)","[228,347)","[242,299)",13,86,58
"934","1","[600,670)","[-Inf,700)","[550,642)",500,"[1, Inf)","[-Inf,141)","[299, Inf)",517,0,58
"935","1","[600,670)","[-Inf,700)","[-Inf,550)",300,"[0.5,1)","[228,347)","[242,299)",0,50,58
"936","0","[670, Inf)","[750,820)","[650, Inf)",300,"[0.5,1)","[228,347)","[242,299)",14,20,58
"937","0","[670, Inf)","[700,750)","[550,642)",525,"[0.5,1)","[347, Inf)","[299, Inf)",84,150,58
"940","1","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[141,228)","[131,242)",20,20,57
"942","0","[670, Inf)","[750,820)","[650, Inf)",500,"[0.5,1)","[228,347)","[299, Inf)",58,85,57
"943","0","[600,670)","[750,820)","[-Inf,550)",400,"[0.5,1)","[347, Inf)","[299, Inf)",0,130,57
"945","0","[670, Inf)","[700,750)","[-Inf,550)",250,"[0.5,1)","[141,228)","[131,242)",31,30,57
"946","0","[670, Inf)","[750,820)","[650, Inf)",425,"[0.5,1)","[228,347)","[299, Inf)",52,50,57
"947","0","[670, Inf)","[820, Inf)","[642,650)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",5,46,57
"948","0","[670, Inf)","[700,750)","[650, Inf)",250,"[0.5,1)","[141,228)","[131,242)",45,100,57
"949","0","[600,670)","[820, Inf)","[-Inf,550)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,13,57
"950","0","[670, Inf)","[820, Inf)","[550,642)",200,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,60,57
"954","0","[670, Inf)","[750,820)","[650, Inf)",250,"[0.5,1)","[141,228)","[131,242)",0,25,57
"955","0","[670, Inf)","[700,750)","[642,650)",350,"[0.5,1)","[228,347)","[242,299)",0,40,57
"956","0","[670, Inf)","[750,820)","[650, Inf)",500,"[0.5,1)","[347, Inf)","[299, Inf)",0,20,57
"957","0","[600,670)","[750,820)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",0,20,57
"958","0","[600,670)","[700,750)","[550,642)",250,"[1, Inf)","[141,228)","[242,299)",95,50,57
"963","0","[670, Inf)","[820, Inf)","[650, Inf)",200,"[0.5,1)","[141,228)","[-Inf,131)",54,100,56
"964","0","[600,670)","[700,750)","[550,642)",450,"[0.5,1)","[347, Inf)","[299, Inf)",0,20,56
"965","0","[670, Inf)","[700,750)","[-Inf,550)",300,"[0.5,1)","[228,347)","[242,299)",26,25,56
"966","1","[600,670)","[700,750)","[550,642)",250,"[1, Inf)","[228,347)","[242,299)",0,25,56
"970","0","[670, Inf)","[820, Inf)","[650, Inf)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,25,56
"975","1","[600,670)","[700,750)","[550,642)",250,"[1, Inf)","[141,228)","[242,299)",46,25,56
"977","0","[600,670)","[-Inf,700)","[-Inf,550)",300,"[1, Inf)","[347, Inf)","[299, Inf)",0,40,56
"978","0","[670, Inf)","[820, Inf)","[550,642)",375,"[0,0.5)","[141,228)","[131,242)",0,50,55
"979","0","[600,670)","[700,750)","[-Inf,550)",550,"[0.5,1)","[347, Inf)","[299, Inf)",34,70,55
"985","1","[670, Inf)","[820, Inf)","[550,642)",350,"[0,0.5)","[141,228)","[-Inf,131)",0,179,55
"987","0","[670, Inf)","[820, Inf)","[650, Inf)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",86,16,55
"988","0","[670, Inf)","[820, Inf)","[650, Inf)",450,"[0,0.5)","[-Inf,141)","[-Inf,131)",1,131,55
"990","0","[600,670)","[-Inf,700)","[-Inf,550)",500,"[1, Inf)","[347, Inf)","[299, Inf)",30,161,55
"991","0","[670, Inf)","[820, Inf)","[650, Inf)",250,"[0.5,1)","[141,228)","[131,242)",0,20,55
"993","0","[600,670)","[700,750)","[-Inf,550)",300,"[0.5,1)","[228,347)","[242,299)",0,50,55
"994","0","[600,670)","[700,750)","[550,642)",300,"[1, Inf)","[228,347)","[299, Inf)",58,45,55
"995","0","[600,670)","[-Inf,700)","[550,642)",350,"[1, Inf)","[347, Inf)","[299, Inf)",32,60,55
"997","0","[600,670)","[700,750)","[-Inf,550)",300,"[1, Inf)","[228,347)","[299, Inf)",17,30,55
"998","0","[600,670)","[700,750)","[550,642)",350,"[0.5,1)","[228,347)","[299, Inf)",0,30,55
"999","0","[600,670)","[700,750)","[550,642)",300,"[0.5,1)","[-Inf,141)","[242,299)",244,10,55
"1000","0","[600,670)","[700,750)","[-Inf,550)",300,"[0.5,1)","[228,347)","[242,299)",0,20,55
"1001","0","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",0,20,55
"1005","1","[670, Inf)","[750,820)","[550,642)",600,"[0.5,1)","[347, Inf)","[299, Inf)",319,451,55
"1006","0","[600,670)","[700,750)","[550,642)",300,"[0.5,1)","[228,347)","[242,299)",10,20,55
"1010","0","[670, Inf)","[750,820)","[650, Inf)",250,"[0.5,1)","[-Inf,141)","[131,242)",160,100,54
"1011","0","[670, Inf)","[750,820)","[550,642)",300,"[0.5,1)","[228,347)","[242,299)",24,25,54
"1013","0","[670, Inf)","[750,820)","[550,642)",400,"[0.5,1)","[347, Inf)","[299, Inf)",0,60,54
"1014","0","[670, Inf)","[820, Inf)","[642,650)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,20,54
"1016","0","[670, Inf)","[820, Inf)","[550,642)",300,"[0.5,1)","[141,228)","[131,242)",0,25,54
"1021","0","[670, Inf)","[820, Inf)","[550,642)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,27,54
"1022","1","[600,670)","[-Inf,700)","[550,642)",375,"[1, Inf)","[228,347)","[299, Inf)",116,20,54
"1024","0","[670, Inf)","[820, Inf)","[650, Inf)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,6,54
"1027","0","[670, Inf)","[820, Inf)","[642,650)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,30,54
"1028","0","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",2,20,54
"1029","0","[670, Inf)","[700,750)","[550,642)",450,"[0.5,1)","[347, Inf)","[299, Inf)",10,50,54
"1030","0","[670, Inf)","[750,820)","[550,642)",300,"[0.5,1)","[228,347)","[242,299)",25,60,54
"1032","0","[670, Inf)","[820, Inf)","[642,650)",550,"[0.5,1)","[228,347)","[242,299)",99,75,54
"1033","0","[600,670)","[700,750)","[550,642)",450,"[0.5,1)","[347, Inf)","[299, Inf)",20,33,54
"1035","0","[600,670)","[750,820)","[550,642)",200,"[0.5,1)","[141,228)","[131,242)",25,25,54
"1039","0","[670, Inf)","[820, Inf)","[650, Inf)",250,"[0.5,1)","[228,347)","[131,242)",0,100,53
"1040","0","[600,670)","[700,750)","[-Inf,550)",375,"[0.5,1)","[228,347)","[299, Inf)",116,60,53
"1045","0","[600,670)","[700,750)","[-Inf,550)",300,"[0.5,1)","[-Inf,141)","[242,299)",299,45,53
"1046","0","[600,670)","[700,750)","[550,642)",400,"[0.5,1)","[347, Inf)","[299, Inf)",0,20,53
"1047","0","[600,670)","[750,820)","[550,642)",300,"[0.5,1)","[-Inf,141)","[131,242)",156,6,53
"1048","0","[670, Inf)","[700,750)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",8,20,53
"1049","0","[600,670)","[750,820)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",0,20,53
"1050","0","[670, Inf)","[820, Inf)","[550,642)",300,"[0,0.5)","[228,347)","[-Inf,131)",0,200,53
"1052","0","[600,670)","[820, Inf)","[-Inf,550)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,12,53
"1053","0","[600,670)","[700,750)","[-Inf,550)",350,"[1, Inf)","[228,347)","[299, Inf)",25,30,53
"1054","0","[600,670)","[700,750)","[550,642)",400,"[1, Inf)","[347, Inf)","[299, Inf)",116,100,53
"1055","0","[600,670)","[-Inf,700)","[-Inf,550)",250,"[0.5,1)","[228,347)","[242,299)",15,27,53
"1057","0","[670, Inf)","[820, Inf)","[550,642)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",30,50,53
"1059","0","[670, Inf)","[750,820)","[650, Inf)",250,"[0.5,1)","[228,347)","[131,242)",0,50,53
"1060","0","[670, Inf)","[700,750)","[550,642)",550,"[0.5,1)","[347, Inf)","[299, Inf)",0,40,53
"1061","0","[600,670)","[700,750)","[-Inf,550)",300,"[1, Inf)","[228,347)","[299, Inf)",24,30,53
"1062","0","[670, Inf)","[820, Inf)","[650, Inf)",450,"[0,0.5)","[-Inf,141)","[-Inf,131)",114,120,53
"1063","0","[670, Inf)","[820, Inf)","[642,650)",250,"[0,0.5)","[141,228)","[-Inf,131)",0,40,53
"1066","0","[670, Inf)","[750,820)","[550,642)",300,"[0.5,1)","[228,347)","[242,299)",0,30,53
"1067","0","[600,670)","[750,820)","[550,642)",300,"[0.5,1)","[228,347)","[242,299)",0,20,53
"1070","0","[600,670)","[820, Inf)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",49,100,53
"1072","0","[670, Inf)","[820, Inf)","[650, Inf)",400,"[0.5,1)","[141,228)","[131,242)",121,50,53
"1073","0","[600,670)","[-Inf,700)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",127,292,52
"1074","0","[600,670)","[750,820)","[642,650)",250,"[0.5,1)","[228,347)","[131,242)",0,25,52
"1075","0","[670, Inf)","[820, Inf)","[642,650)",825,"[0.5,1)","[347, Inf)","[299, Inf)",74,100,52
"1076","0","[670, Inf)","[820, Inf)","[642,650)",350,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,25,52
"1077","0","[600,670)","[750,820)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",0,50,52
"1079","1","[600,670)","[700,750)","[650, Inf)",250,"[1, Inf)","[228,347)","[242,299)",30,71,52
"1081","0","[600,670)","[820, Inf)","[-Inf,550)",350,"[0.5,1)","[-Inf,141)","[131,242)",183,69,52
"1083","0","[670, Inf)","[820, Inf)","[642,650)",250,"[0.5,1)","[-Inf,141)","[131,242)",170,110,52
"1086","0","[600,670)","[-Inf,700)","[550,642)",350,"[0.5,1)","[347, Inf)","[299, Inf)",336,449,52
"1088","0","[600,670)","[700,750)","[550,642)",450,"[0.5,1)","[347, Inf)","[299, Inf)",0,20,52
"1090","0","[670, Inf)","[700,750)","[550,642)",375,"[0.5,1)","[347, Inf)","[299, Inf)",0,25,52
"1092","1","[600,670)","[700,750)","[-Inf,550)",300,"[0.5,1)","[228,347)","[242,299)",0,20,52
"1094","0","[670, Inf)","[820, Inf)","[650, Inf)",475,"[0.5,1)","[228,347)","[242,299)",125,175,52
"1096","0","[670, Inf)","[820, Inf)","[650, Inf)",250,"[0,0.5)","[141,228)","[-Inf,131)",15,150,52
"1098","0","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",0,66,52
"1099","0","[670, Inf)","[820, Inf)","[650, Inf)",525,"[0,0.5)","[141,228)","[-Inf,131)",80,205,52
"1100","0","[600,670)","[700,750)","[650, Inf)",300,"[0.5,1)","[-Inf,141)","[131,242)",106,20,52
"1101","0","[670, Inf)","[750,820)","[650, Inf)",650,"[0.5,1)","[347, Inf)","[299, Inf)",0,111,52
"1102","0","[670, Inf)","[820, Inf)","[550,642)",300,"[0,0.5)","[141,228)","[131,242)",28,50,52
"1103","0","[670, Inf)","[820, Inf)","[650, Inf)",450,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,20,52
"1104","0","[670, Inf)","[820, Inf)","[650, Inf)",775,"[0.5,1)","[347, Inf)","[299, Inf)",370,400,52
"1106","0","[670, Inf)","[820, Inf)","[650, Inf)",400,"[0,0.5)","[-Inf,141)","[-Inf,131)",232,200,52
"1107","0","[600,670)","[700,750)","[650, Inf)",450,"[1, Inf)","[347, Inf)","[299, Inf)",13,39,52
"1108","1","[600,670)","[750,820)","[-Inf,550)",250,"[0,0.5)","[141,228)","[-Inf,131)",15,178,51
"1109","0","[600,670)","[820, Inf)","[-Inf,550)",250,"[1, Inf)","[141,228)","[242,299)",47,25,51
"1111","0","[670, Inf)","[820, Inf)","[550,642)",200,"[0.5,1)","[-Inf,141)","[-Inf,131)",0,20,51
"1112","0","[670, Inf)","[820, Inf)","[650, Inf)",300,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,40,51
"1114","0","[670, Inf)","[750,820)","[-Inf,550)",300,"[0.5,1)","[141,228)","[131,242)",204,200,51
"1115","0","[670, Inf)","[700,750)","[650, Inf)",350,"[0.5,1)","[141,228)","[299, Inf)",113,20,51
"1117","0","[670, Inf)","[820, Inf)","[550,642)",425,"[0,0.5)","[141,228)","[131,242)",0,50,51
"1118","0","[670, Inf)","[750,820)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",0,30,51
"1119","0","[670, Inf)","[750,820)","[550,642)",350,"[0.5,1)","[228,347)","[299, Inf)",30,25,51
"1121","0","[670, Inf)","[820, Inf)","[642,650)",375,"[0,0.5)","[141,228)","[131,242)",0,51,51
"1122","0","[670, Inf)","[820, Inf)","[550,642)",300,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,6,51
"1123","0","[600,670)","[820, Inf)","[-Inf,550)",300,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,13,51
"1125","0","[600,670)","[700,750)","[650, Inf)",250,"[0.5,1)","[141,228)","[131,242)",68,64,51
"1127","1","[600,670)","[-Inf,700)","[550,642)",250,"[0.5,1)","[228,347)","[242,299)",7,20,51
"1128","0","[670, Inf)","[750,820)","[-Inf,550)",250,"[0.5,1)","[141,228)","[131,242)",0,50,51
"1129","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",15,20,51
"1130","0","[670, Inf)","[820, Inf)","[650, Inf)",800,"[0.5,1)","[228,347)","[299, Inf)",154,63,51
"1132","0","[670, Inf)","[700,750)","[642,650)",400,"[0.5,1)","[347, Inf)","[299, Inf)",18,30,51
"1134","0","[670, Inf)","[700,750)","[550,642)",250,"[0.5,1)","[-Inf,141)","[131,242)",106,50,51
"1135","0","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",0,25,51
"1138","0","[670, Inf)","[820, Inf)","[650, Inf)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",132,106,51
"1139","0","[670, Inf)","[820, Inf)","[650, Inf)",400,"[0.5,1)","[-Inf,141)","[131,242)",232,50,51
"1142","0","[600,670)","[750,820)","[-Inf,550)",300,"[0.5,1)","[-Inf,141)","[131,242)",138,40,51
"1143","0","[670, Inf)","[750,820)","[-Inf,550)",250,"[0,0.5)","[141,228)","[-Inf,131)",60,150,51
"1144","0","[670, Inf)","[750,820)","[-Inf,550)",525,"[0.5,1)","[347, Inf)","[299, Inf)",0,50,51
"1145","0","[600,670)","[700,750)","[550,642)",400,"[1, Inf)","[347, Inf)","[299, Inf)",70,30,51
"1147","0","[670, Inf)","[700,750)","[550,642)",400,"[0.5,1)","[-Inf,141)","[299, Inf)",359,20,51
"1148","0","[670, Inf)","[700,750)","[550,642)",400,"[0.5,1)","[347, Inf)","[299, Inf)",0,100,51
"1149","0","[670, Inf)","[700,750)","[550,642)",350,"[0.5,1)","[228,347)","[131,242)",17,50,51
"1150","0","[670, Inf)","[820, Inf)","[650, Inf)",350,"[0.5,1)","[228,347)","[131,242)",0,50,51
"1151","0","[600,670)","[700,750)","[642,650)",250,"[0.5,1)","[228,347)","[131,242)",0,25,51
"1153","0","[670, Inf)","[700,750)","[-Inf,550)",450,"[0.5,1)","[347, Inf)","[299, Inf)",0,20,51
"1157","0","[600,670)","[-Inf,700)","[550,642)",600,"[1, Inf)","[347, Inf)","[299, Inf)",15,80,50
"1159","0","[670, Inf)","[750,820)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",0,35,50
"1162","0","[670, Inf)","[820, Inf)","[550,642)",350,"[0.5,1)","[228,347)","[131,242)",0,100,50
"1165","0","[600,670)","[700,750)","[650, Inf)",250,"[0.5,1)","[141,228)","[131,242)",61,75,50
"1167","0","[670, Inf)","[750,820)","[550,642)",350,"[0.5,1)","[141,228)","[242,299)",135,52,50
"1169","0","[670, Inf)","[700,750)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",40,85,50
"1170","0","[600,670)","[700,750)","[642,650)",300,"[0.5,1)","[228,347)","[242,299)",0,20,50
"1173","1","[600,670)","[700,750)","[550,642)",400,"[0.5,1)","[347, Inf)","[299, Inf)",0,126,50
"1176","1","[600,670)","[-Inf,700)","[-Inf,550)",375,"[1, Inf)","[347, Inf)","[299, Inf)",0,50,50
"1178","0","[670, Inf)","[750,820)","[550,642)",350,"[0.5,1)","[228,347)","[131,242)",0,20,50
"1179","0","[670, Inf)","[750,820)","[550,642)",350,"[0.5,1)","[228,347)","[242,299)",77,100,50
"1180","0","[670, Inf)","[820, Inf)","[650, Inf)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",74,-117,50
"1181","0","[600,670)","[-Inf,700)","[642,650)",600,"[1, Inf)","[347, Inf)","[299, Inf)",39,20,50
"1182","0","[670, Inf)","[820, Inf)","[650, Inf)",400,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,40,50
"1183","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[228,347)","[242,299)",10,40,50
"1184","0","[670, Inf)","[750,820)","[650, Inf)",450,"[0.5,1)","[347, Inf)","[299, Inf)",265,398,50
"1185","0","[600,670)","[700,750)","[650, Inf)",300,"[0.5,1)","[228,347)","[242,299)",0,60,50
"1186","0","[670, Inf)","[820, Inf)","[550,642)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,13,50
"1187","0","[670, Inf)","[700,750)","[650, Inf)",450,"[0.5,1)","[347, Inf)","[299, Inf)",100,125,50
"1189","0","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",0,60,50
"1191","0","[600,670)","[700,750)","[-Inf,550)",200,"[1, Inf)","[228,347)","[131,242)",37,126,50
"1192","0","[600,670)","[700,750)","[650, Inf)",300,"[0.5,1)","[228,347)","[242,299)",0,30,50
"1193","0","[670, Inf)","[820, Inf)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",30,50,49
"1194","0","[670, Inf)","[820, Inf)","[650, Inf)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,40,49
"1195","0","[600,670)","[700,750)","[550,642)",525,"[0.5,1)","[347, Inf)","[299, Inf)",0,40,49
"1196","0","[670, Inf)","[750,820)","[650, Inf)",300,"[0.5,1)","[228,347)","[131,242)",14,40,49
"1197","0","[600,670)","[700,750)","[-Inf,550)",450,"[1, Inf)","[347, Inf)","[299, Inf)",168,150,49
"1198","0","[600,670)","[700,750)","[550,642)",475,"[0.5,1)","[347, Inf)","[299, Inf)",0,21,49
"1199","0","[670, Inf)","[700,750)","[-Inf,550)",525,"[0.5,1)","[347, Inf)","[299, Inf)",79,25,49
"1200","0","[670, Inf)","[820, Inf)","[550,642)",450,"[0,0.5)","[-Inf,141)","[131,242)",165,48,49
"1201","0","[670, Inf)","[820, Inf)","[650, Inf)",300,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,24,49
"1205","1","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",0,53,49
"1206","0","[670, Inf)","[820, Inf)","[650, Inf)",400,"[0,0.5)","[-Inf,141)","[-Inf,131)",43,20,49
"1208","0","[670, Inf)","[700,750)","[550,642)",300,"[1, Inf)","[347, Inf)","[299, Inf)",13,76,49
"1209","0","[670, Inf)","[700,750)","[642,650)",350,"[0.5,1)","[347, Inf)","[299, Inf)",0,35,49
"1210","0","[670, Inf)","[820, Inf)","[650, Inf)",375,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,54,49
"1211","0","[670, Inf)","[700,750)","[550,642)",550,"[0.5,1)","[347, Inf)","[299, Inf)",18,25,49
"1213","0","[600,670)","[-Inf,700)","[-Inf,550)",250,"[1, Inf)","[228,347)","[242,299)",251,307,49
"1214","0","[670, Inf)","[700,750)","[650, Inf)",450,"[0.5,1)","[228,347)","[299, Inf)",77,50,49
"1215","0","[670, Inf)","[820, Inf)","[550,642)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,20,49
"1216","0","[670, Inf)","[820, Inf)","[550,642)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,30,49
"1217","0","[600,670)","[-Inf,700)","[-Inf,550)",350,"[0.5,1)","[347, Inf)","[299, Inf)",314,427,49
"1218","0","[600,670)","[700,750)","[550,642)",350,"[1, Inf)","[347, Inf)","[299, Inf)",0,60,49
"1219","0","[600,670)","[750,820)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",0,100,49
"1220","1","[600,670)","[700,750)","[-Inf,550)",450,"[0.5,1)","[347, Inf)","[299, Inf)",0,42,49
"1225","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",0,50,49
"1227","0","[670, Inf)","[700,750)","[-Inf,550)",475,"[0.5,1)","[347, Inf)","[299, Inf)",0,40,49
"1229","1","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[141,228)","[131,242)",23,20,49
"1232","0","[600,670)","[700,750)","[642,650)",400,"[0.5,1)","[347, Inf)","[299, Inf)",26,120,48
"1233","0","[670, Inf)","[820, Inf)","[650, Inf)",550,"[0.5,1)","[-Inf,141)","[299, Inf)",419,50,48
"1236","0","[670, Inf)","[820, Inf)","[642,650)",300,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,0,48
"1237","0","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[141,228)","[242,299)",0,20,48
"1240","0","[670, Inf)","[750,820)","[550,642)",300,"[0,0.5)","[-Inf,141)","[-Inf,131)",35,75,48
"1243","0","[670, Inf)","[700,750)","[650, Inf)",250,"[0,0.5)","[141,228)","[-Inf,131)",115,250,48
"1246","0","[600,670)","[700,750)","[550,642)",250,"[1, Inf)","[228,347)","[299, Inf)",0,30,48
"1247","0","[670, Inf)","[750,820)","[-Inf,550)",250,"[0.5,1)","[141,228)","[131,242)",22,69,48
"1251","1","[600,670)","[-Inf,700)","[-Inf,550)",300,"[1, Inf)","[347, Inf)","[299, Inf)",30,117,48
"1252","1","[600,670)","[750,820)","[550,642)",250,"[0,0.5)","[141,228)","[-Inf,131)",-13,199,48
"1253","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",0,50,48
"1254","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[-Inf,141)","[131,242)",78,40,48
"1255","0","[600,670)","[700,750)","[-Inf,550)",350,"[1, Inf)","[228,347)","[299, Inf)",0,20,48
"1260","0","[670, Inf)","[750,820)","[650, Inf)",350,"[0,0.5)","[-Inf,141)","[-Inf,131)",160,100,48
"1261","0","[670, Inf)","[820, Inf)","[550,642)",375,"[0,0.5)","[-Inf,141)","[131,242)",20,50,48
"1262","0","[670, Inf)","[820, Inf)","[650, Inf)",250,"[0.5,1)","[141,228)","[131,242)",0,25,48
"1263","0","[670, Inf)","[820, Inf)","[650, Inf)",400,"[0.5,1)","[347, Inf)","[299, Inf)",374,400,48
"1264","0","[600,670)","[750,820)","[-Inf,550)",250,"[0.5,1)","[141,228)","[131,242)",0,20,48
"1267","0","[670, Inf)","[700,750)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",8,40,48
"1269","1","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",0,20,48
"1272","0","[600,670)","[700,750)","[-Inf,550)",350,"[0.5,1)","[228,347)","[242,299)",0,25,47
"1273","0","[600,670)","[750,820)","[550,642)",550,"[0.5,1)","[141,228)","[299, Inf)",201,20,47
"1274","0","[670, Inf)","[750,820)","[550,642)",375,"[0.5,1)","[141,228)","[299, Inf)",210,55,47
"1275","1","[600,670)","[700,750)","[550,642)",350,"[0.5,1)","[228,347)","[299, Inf)",0,20,47
"1277","0","[670, Inf)","[820, Inf)","[550,642)",300,"[0,0.5)","[-Inf,141)","[-Inf,131)",22,164,47
"1280","0","[600,670)","[700,750)","[-Inf,550)",300,"[0.5,1)","[228,347)","[242,299)",13,50,47
"1282","0","[670, Inf)","[750,820)","[650, Inf)",475,"[0.5,1)","[347, Inf)","[299, Inf)",0,40,47
"1283","0","[600,670)","[750,820)","[650, Inf)",300,"[0.5,1)","[228,347)","[242,299)",14,20,47
"1284","0","[600,670)","[700,750)","[-Inf,550)",300,"[1, Inf)","[228,347)","[299, Inf)",120,130,47
"1285","0","[600,670)","[-Inf,700)","[-Inf,550)",350,"[0.5,1)","[228,347)","[299, Inf)",70,75,47
